category,service,translator_us_citizen,country,uom,src,translation_direction,target,vendor_rate,quantity,subtotal
Consecutive Interpretation,Consecutive Interpretation,NULL,Bulgaria,Half Day,BULGARIAN,To / From,ENGLISH,250,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Bulgaria,Half Day,BULGARIAN,To / From,ENGLISH,250,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Bulgaria,Half Day,BULGARIAN,To / From,ENGLISH,250,,NULL
Other ,Other ,NULL,Bulgaria,Drawing,BULGARIAN,To / From,ENGLISH,12,,NULL
Transcription,Transcription,NULL,"China, People's Republic of",Minute,HEBREW,To,ENGLISH,14,,NULL
Transcription,Transcription,NULL,"China, People's Republic of",Minute,HEBREW,To,ENGLISH,3,,NULL
Translation + Editing + Proofread (TEP),Translation + Editing + Proofread (TEP),NULL,"China, People's Republic of",Minute,HEBREW,To,ENGLISH,9,,NULL
Translation,Translation,NULL,Canada,Source wrd,HEBREW,To / From,ENGLISH,0.1,,NULL
Translation,Translation,NULL,United States,Source wrd,LITHUANIAN,To / From,ENGLISH,12,,NULL
Translation,Translation,NULL,United States,Target wrd,LITHUANIAN,To / From,ENGLISH,0.12,,NULL
Consulting,Consulting,NULL,United States,Hour,ENGLISH,To,ENGLISH,52.88,,NULL
Consulting,Consulting,NULL,United States,Hour,ENGLISH,To,ENGLISH,75,,NULL
Consulting,Consulting,NULL,NULL,Hour,ENGLISH,To,ENGLISH,47.11,,NULL
Event Planner,Event Planner,NULL,United States,Hour,ENGLISH,To,ENGLISH,0,,NULL
Logistics Support,Logistics Support,NULL,United States,Hour,ENGLISH,To,ENGLISH,42,,NULL
Translation,Translation,NULL,United States,Source wrd,CHINESE-MANDARIN,To / From,ENGLISH,0.13,,NULL
Translation,Translation,NULL,United States,Target wrd,CHINESE-MANDARIN,To / From,ENGLISH,0.12,,NULL
Translation,Translation,NULL,United States,Target wrd,CHINESE-MANDARIN,To,ENGLISH,0.13,,NULL
Editing,Editing,NULL,United States,Target wrd,CHINESE-MANDARIN,To,ENGLISH,0.05,,NULL
Translation,Translation,NULL,United States,Target wrd,CHINESE-MANDARIN,To / From,ENGLISH,0.13,,NULL
Translation,Translation,NULL,United States,Target wrd,SPANISH,To / From,ENGLISH,0.1,,NULL
Translation,Translation,NULL,United States,Target wrd,SPANISH,To,ENGLISH,0.11,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Mexico,Word,SPANISH,To / From,ENGLISH,0.06,,NULL
Logistics Support,Logistics Support,NULL,Dominican Republic,Hour,ENGLISH,To,ENGLISH,20,,NULL
Logistics,Logistics,NULL,Georgia,Hour,ENGLISH,To,ENGLISH,14,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Half Day,ARABIC,To / From,ENGLISH,300,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Half Day,ARABIC,To / From,ENGLISH,300,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,NULL,Day,ARABIC,To / From,ENGLISH,625,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Day,ARABIC,To,ENGLISH,600,,NULL
Translation,Translation,NULL,United States,Target wrd,ARABIC,To / From,ENGLISH,0.16,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,8-hr. day,ARABIC,To / From,ENGLISH,600,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,8-hr. day,ARABIC,To / From,ENGLISH,600,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Hour,ARABIC,To / From,ENGLISH,75,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Hour,ARABIC,To / From,ENGLISH,90,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Hour,ARABIC,To / From,ENGLISH,75,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,NULL,Hour,ARABIC,To / From,ENGLISH,90,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,PORTUGUESE,To / From,ENGLISH,0.15,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,PORTUGUESE,To / From,ENGLISH,0.225,,NULL
Written Translation ,Written Translation ,NULL,NULL,NULL,PORTUGUESE,To,ENGLISH,0.12,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,PORTUGUESE,To,ENGLISH,0.18,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,PORTUGUESE,To,ENGLISH,0.12,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,PORTUGUESE,To,ENGLISH,0.18,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,PORTUGUESE,To / From,ENGLISH,0.14,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,PORTUGUESE,To / From,ENGLISH,0.2,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,PORTUGUESE,To / From,ENGLISH,0.15,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,PORTUGUESE,To / From,ENGLISH,0.225,,NULL
Translation,Translation,NULL,United States,Target wrd,PORTUGUESE,To,ENGLISH,0.12,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To,ENGLISH,0.094,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.1,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.04,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.1,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.055,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.03,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.06,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.12,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.12,,NULL
Editing,Editing,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.04,,NULL
Translation,Translation,NULL,United States,Source wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Event Planner,Event Planner,NULL,NULL,Flat Fee,RUSSIAN,To / From,ENGLISH,5416.67,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,8-hr. day,RUSSIAN,To / From,ENGLISH,800,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,8-hr. day,RUSSIAN,To / From,ENGLISH,650,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,8-hr. day,RUSSIAN,To / From,ENGLISH,625,,NULL
Desktop Publishing,Desktop Publishing,NULL,United States,Hour,RUSSIAN,To,ENGLISH,25,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Translation,Translation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,50,,NULL
Translation,Translation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,50,,NULL
Translation,Translation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,50,,NULL
Editing,Editing,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,25,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,53,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,52,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,46,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,46,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,52,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,58,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,545,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,47,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,48,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Other ,Other ,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,64,,NULL
Other ,Other ,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,64,,NULL
Other ,Other ,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,64,,NULL
Consecutive/Simultaneous ISMS Interpretation,Consecutive/Simultaneous ISMS Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Consecutive/Simultaneous ISMS Interpretation,Consecutive/Simultaneous ISMS Interpretation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,54.5,,NULL
Interpretation,Interpretation,NULL,United States,Hour,RUSSIAN,To,ENGLISH,70,,NULL
Transcription,Transcription,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,50,,NULL
Transcription,Transcription,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,50,,NULL
Translation,Translation,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,51,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Training,Training,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Glossary,Glossary,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Overtime,Overtime,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,81.25,,NULL
Editing,Editing,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,35,,NULL
Quality Control,Quality Control,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,55,,NULL
Translation rework,Translation rework,NULL,United States,Hour,RUSSIAN,To / From,ENGLISH,25,,NULL
Proofread,Proofread,NULL,United States,Target wrd,RUSSIAN,To,ENGLISH,0.026,,NULL
Proofread,Proofread,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.03,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.04,,NULL
Quality Control,Quality Control,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.03,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.05,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.05,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.05,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,625,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,800,,NULL
Travel,Travel,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,400,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,600,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,600,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,600,,NULL
Interpretation,Interpretation,NULL,Kyrgyzstan,Day,RUSSIAN,To / From,ENGLISH,400,,NULL
Interpretation,Interpretation,NULL,United States,Day,RUSSIAN,To / From,ENGLISH,700,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To,ENGLISH,0.034,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.12,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.03,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To,ENGLISH,0.094,,NULL
Editing,Editing,NULL,United States,Target wrd,RUSSIAN,To,ENGLISH,0.04,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.12,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.12,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.09,,NULL
Translation,Translation,NULL,United States,Target wrd,RUSSIAN,To / From,ENGLISH,0.085,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,NULL,Day,RUSSIAN,To / From,ENGLISH,625,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Uzbekistan,Day,RUSSIAN,To / From,ENGLISH,500,,NULL
Interpretation,Interpretation,NULL,Uzbekistan,Day,RUSSIAN,To / From,ENGLISH,500,,NULL
Interpretation,Interpretation,NULL,Uzbekistan,Day,RUSSIAN,To / From,ENGLISH,500,,NULL
Interpretation,Interpretation,NULL,Uzbekistan,Half Day,RUSSIAN,To / From,ENGLISH,250,,NULL
Interpretation,Interpretation,NULL,Uzbekistan,Half Day,RUSSIAN,To / From,ENGLISH,250,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Half Day,RUSSIAN,To / From,ENGLISH,800,,NULL
Translation - Rush,Translation - Rush,NULL,United States,Target word (rush),RUSSIAN,To / From,ENGLISH,0.13,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Half Day,RUSSIAN,To / From,ENGLISH,325,,NULL
Training,Training,NULL,United States,Hour,JAPANESE,To / From,ENGLISH,65,,NULL
Training,Training,NULL,United States,Hour,JAPANESE,To / From,ENGLISH,50,,NULL
Translation,Translation,NULL,United States,Target wrd,GERMAN,To / From,ENGLISH,0.085,,NULL
Editing,Editing,NULL,United States,Target wrd,GERMAN,To / From,ENGLISH,0.04,,NULL
Translation,Translation,NULL,NULL,Target wrd,VIETNAMESE,To / From,ENGLISH,0.11,,NULL
Translation,Translation,NULL,United States,Target wrd,KOREAN,To,ENGLISH,0.14,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To,FRENCH,0.12,,NULL
Proofread,Proofread,NULL,United States,Target wrd,ENGLISH,To,FRENCH,0.03,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,South Africa,Half Day,FRENCH,To / From,ENGLISH,620,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,South Africa,Half Day,FRENCH,To / From,ENGLISH,650,,NULL
Translation,Translation,NULL,United States,Target wrd,FRENCH,To,ENGLISH,0.11,,NULL
Quality Control,Quality Control,NULL,United States,Flat Fee,FRENCH,To,ENGLISH,30,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,South Africa,8-hr. day,FRENCH,To / From,ENGLISH,650,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,South Africa,8-hr. day,FRENCH,To / From,ENGLISH,620,,NULL
Language Training,Language Training,NULL,United States,Hour,FRENCH,To / From,ENGLISH,50,,NULL
Consulting,Consulting,NULL,NULL,Hour,FRENCH,To,ENGLISH,95,,NULL
Translation,Translation,NULL,South Africa,Word,FRENCH,To / From,ENGLISH,0.14,,NULL
Overtime,Overtime,NULL,South Africa,Hour,FRENCH,To / From,ENGLISH,120,,NULL
Overtime,Overtime,NULL,South Africa,Hour,FRENCH,To / From,ENGLISH,100,,NULL
Telecon,Telecon,NULL,South Africa,Hour,FRENCH,To / From,ENGLISH,120,,NULL
Telecon,Telecon,NULL,South Africa,Hour,FRENCH,To / From,ENGLISH,100,,NULL
Translation,Translation,NULL,United States,Word,FRENCH,To,ENGLISH,0.1,,NULL
Translation,Translation,NULL,United States,Word,FRENCH,To,ENGLISH,0.05,,NULL
Translation,Translation,NULL,United States,Word,FRENCH,To,ENGLISH,0.025,,NULL
Editing,Editing,NULL,United States,Word,FRENCH,To,ENGLISH,0.03,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Day,TURKISH,To / From,ENGLISH,800,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Ukraine,Day,UKRAINIAN,To / From,ENGLISH,400,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Ukraine,Day,UKRAINIAN,To / From,ENGLISH,400,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Ukraine,Half Day,UKRAINIAN,To / From,ENGLISH,200,,NULL
Interpretation,Interpretation,NULL,Ukraine,Half Day,UKRAINIAN,To / From,ENGLISH,600,,NULL
Translation,Translation,NULL,Ukraine,Word,UKRAINIAN,To / From,ENGLISH,0.12,,NULL
Interpretation,Interpretation,NULL,United States,Hour,UKRAINIAN,To,ENGLISH,70,,NULL
Interpretation,Interpretation,NULL,Ukraine,8-hr. day,UKRAINIAN,To / From,ENGLISH,1100,,NULL
Gist,Gist,NULL,United States,Flat Fee,AZERBAIJANI,To / From,ENGLISH,75,,NULL
Translation,Translation,NULL,United States,Word,AZERBAIJANI,To / From,ENGLISH,0.12,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Kuwait,Hour,ENGLISH,To / From,ARABIC,132,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Hour,ENGLISH,To / From,ARABIC,130,,NULL
Translation,Translation,NULL,Kenya,Word,ENGLISH,To / From,ARABIC,0.13,,NULL
Translation,Translation,NULL,Kuwait,Source wrd,ENGLISH,To / From,ARABIC,0.05,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Day,ENGLISH,To / From,ARABIC,550,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Kuwait,8-hr. day,ENGLISH,To / From,ARABIC,922.72,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,NULL,8-hr. day,ENGLISH,To / From,PORTUGUESE,700,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,NULL,8-hr. day,ENGLISH,To / From,PORTUGUESE,600,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Brazil,8-hr. day,ENGLISH,To / From,PORTUGUESE,700,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Brazil,8-hr. day,ENGLISH,To / From,PORTUGUESE,600,,NULL
Consecutive/Simultaneous ISMS Interpretation,Consecutive/Simultaneous ISMS Interpretation,NULL,Brazil,8-hr. day,ENGLISH,To / From,PORTUGUESE,600,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,PORTUGUESE,450,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,PORTUGUESE,400,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Brazil,Half Day,ENGLISH,To / From,PORTUGUESE,400,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Brazil,Half Day,ENGLISH,To / From,PORTUGUESE,450,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Day,ENGLISH,To / From,PORTUGUESE,550,,NULL
Overtime,Overtime,NULL,NULL,Hour,ENGLISH,To / From,PORTUGUESE,150,,NULL
Overtime,Overtime,NULL,NULL,Hour,ENGLISH,To / From,PORTUGUESE,175,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,PORTUGUESE,0.2,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To,PORTUGUESE,0.11,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To,PORTUGUESE,0.165,,NULL
Translation,Translation,NULL,Kenya,Word,ENGLISH,To / From,PORTUGUESE,0.13,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To / From,PORTUGUESE,0.13,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To / From,PORTUGUESE,0.195,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To,PORTUGUESE,0.13,,NULL
Written Translation ,Written Translation ,NULL,NULL,Word,ENGLISH,To / From,PORTUGUESE,0.185,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To,PORTUGUESE,0.11,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To,PORTUGUESE,0.165,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Hour,ENGLISH,To / From,PORTUGUESE,130,,NULL
Overtime,Overtime,NULL,Brazil,Hour,ENGLISH,To / From,PORTUGUESE,175,,NULL
Overtime,Overtime,NULL,Brazil,Hour,ENGLISH,To / From,PORTUGUESE,150,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To / From,PORTUGUESE,0.185,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To / From,PORTUGUESE,0.14,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To / From,PORTUGUESE,0.2,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To,PORTUGUESE,0.13,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To / From,PORTUGUESE,0.13,,NULL
Written Translation ,Written Translation ,NULL,Brazil,Word,ENGLISH,To / From,PORTUGUESE,0.195,,NULL
Editing,Editing,NULL,Austria,Word,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Translation,Translation,NULL,Austria,Word,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,54,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,54,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,44.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Editing,Editing,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,54.5,,NULL
Language Training,Language Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Translation rework,Translation rework,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,25,,NULL
Translation rework,Translation rework,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,25,,NULL
Translation rework,Translation rework,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,25,,NULL
Translation rework,Translation rework,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,25,,NULL
Other ,Other ,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,64,,NULL
Other ,Other ,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,64,,NULL
Other ,Other ,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,64,,NULL
Translation,Translation,NULL,Austria,Word,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Editing,Editing,NULL,Austria,Word,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.055,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.0275,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.11,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.055,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Other ,Other ,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,64,,NULL
Training,Training,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,Austria,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
