category,service,translator_us_citizen,country,uom,src,translation_direction,target,vendor_rate,quantity,subtotal
Translation,Translation (TR),0,NULL,Target Word ,ENGLISH,To,PORTUGUESE,0.225,8730,1964.25
Translation,Translation (TR),0,CROATIA,Source Word ,ENGLISH,To,CROATIAN,0.264,23094,6096.816
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,8171,898.81
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,47,12.408
Translation,Translation (TR),0,VIETNAM,Source Word ,ENGLISH,To,VIETNAMESE,0.264,1321,348.744
Translation,Translation (TR),0,AZERBAIJAN,Target Word ,ENGLISH,To,AZERBAIJANI,0.317,815,258.355
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,1954,425.972
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,SPANISH,To,ENGLISH,0.05,831,41.55
Translation,Translation (TR),1,NULL,Flat Rate,ENGLISH,To,SPANISH,100,1,100
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,1087,244.575
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,13967,3142.575
Translation,Translation (TR),0,MOLDOVA,Target Word ,ENGLISH,To,UKRAINIAN,0.11,112,12.32
Translation,Translation (TR),0,UNITED STATES,Source Word ,UKRAINIAN,To,ENGLISH,0,NULL,0
Translation,Translation (TR),0,TUNISIA,Target Word ,ENGLISH,To,FRENCH,NULL,NULL,0
Translation,Translation (TR),0,LITHUANIA,Source Word ,ENGLISH,To,ESTONIAN,0.16,4842,774.72
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,1032,272.448
Translation,Translation (TR),0,MOLDOVA,Target Word ,ROMANIAN,To,ENGLISH,0.08,827,66.16
Translation,Translation (TR),0,UKRAINE,Source Word ,UKRAINIAN,To,ENGLISH,0.373,237,88.401
Translation,Translation (TR),0,UNITED STATES,Hour,ENGLISH,To,RUSSIAN,51,5,255
Translation,Translation (TR),0,MOLDOVA,Source Word ,ENGLISH,To,ROMANIAN,0.18,103516,18632.88
Translation,Translation (TR),0,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.264,431,113.784
Translation,Translation (TR),0,"KOREA, SOUTH",Target Word ,KOREAN,To,ENGLISH,0.24,2715,651.6
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,SPANISH,0.235,1362,320.07
Translation,Translation (TR),0,GREECE,Source Word ,ENGLISH,To,GREEK,0.257,8674,2229.218
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,225,33.75
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1251,187.65
Translation,Translation (TR),1,NULL,Target Word ,PORTUGUESE,To,ENGLISH,NULL,NULL,0
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,FRENCH,0.274,34024,9322.576
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,2539.68,1,2539.68
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,8236,905.96
Translation,Translation (TR),0,MONGOLIA,Source Word ,ENGLISH,To,MONGOLIAN,0.286,24738,7075.068
Translation,Translation (TR),0,LITHUANIA,Source Word ,ENGLISH,To,ROMANIAN,0.256,4842,1239.552
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,373,55.95
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1171,175.65
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,19416,2135.76
Translation,Translation (TR),0,SENEGAL,Source Word ,ENGLISH,To,FRENCH,0.238,4500,1071
Translation,Translation (TR),0,COLOMBIA,Source Word ,ENGLISH,To,SPANISH,0.189,3445,651.105
Translation,Translation (TR),1,ROMANIA,Page,ENGLISH,To,ROMANIAN,100,1,100
Translation,Translation (TR),0,"KOREA, SOUTH",Source Word ,ENGLISH,To,KOREAN,0.285,938,267.33
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,16739,4419.096
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,FRENCH,0.238,2577,613.326
Translation,Translation (TR),0,MOLDOVA,Target Word ,ENGLISH,To,UKRAINIAN,0.11,1091,120.01
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation Other,1,UNITED STATES,Flat Rate,ENGLISH,To,ARABIC,240.85,1,240.85
Translation,Translation (TR),0,TURKMENISTAN,Hour,ENGLISH,To,RUSSIAN,20,3,60
Translation,Translation (TR),0,KAZAKHSTAN,Target Word ,KAZAKH,To,ENGLISH,0.306,528,161.568
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,692.28,1,692.28
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,593,129.274
Translation,Translation (TR),1,NULL,Target Word ,ENGLISH,To,RUSSIAN,NULL,NULL,0
Translation,Translation (TR),0,VIETNAM,Source Word ,ENGLISH,To,VIETNAMESE,0.256,24738,6332.928
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,3990,598.5
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.14,270,37.8
Translation,Translation (TR),0,CROATIA,Target Word ,CROATIAN,To,ENGLISH,0.264,11189,2953.896
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Source Word ,SPANISH,To,ENGLISH,0.08,6880,550.4
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,3606,396.66
Translation,Translation (TR),0,UNITED STATES,Target Word ,UKRAINIAN,To,ENGLISH,0.307,4000,1228
Translation,Translation (TR),0,TAIWAN,Target Word ,ENGLISH,To,TAIWANESE,0.234,27353,6400.602
Translation,Translation (TR),0,TAIWAN,Source Word ,ENGLISH,To,CHINESE SIMPLIFIED,0.225,7554,1699.65
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.225,307,69.075
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,1945,437.625
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,ALBANIA,Source Word ,ENGLISH,To,ALBANIAN,0.307,8443,2592.001
Translation,Translation (TR),1,UZBEKISTAN,Hour,ENGLISH,To,RUSSIAN,20.8,45,936
Translation,Translation (TR),0,MONGOLIA,Source Word ,ENGLISH,To,MONGOLIAN,0.286,2650,757.9
Translation,Translation (TR),0,NULL,Target Word ,UKRAINIAN,To,ENGLISH,0.256,2548,652.288
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,1102,240.236
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,44536,4898.96
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,NULL
Translation,Translation (TR),0,UNITED STATES,Source Word ,ENGLISH,To,UKRAINIAN,0.307,16734,5137.338
Translation,Translation (TR),0,KUWAIT,Flat Rate,ENGLISH,To,ARABIC,95,1,95
Translation,Translation (TR),0,MONGOLIA,Source Word ,ENGLISH,To,MONGOLIAN,0.286,1360,388.96
Translation,Formatting & Proofing (FP),0,TURKMENISTAN,Hour,ENGLISH,To,RUSSIAN,20,2,40
Translation,Translation (TR),0,NULL,Each,RUSSIAN,To,ENGLISH,0.259,14292,3701.628
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,10829,2436.525
Translation,Translation (TR),0,CHILE,Each,ENGLISH,To,SPANISH,75,1,75
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,3952,592.8
Translation,Translation (TR),0,LITHUANIA,Source Word ,ENGLISH,To,LITHUANIAN,0.255,4842,1234.71
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,4215,632.25
Translation,Translation (TR),0,MALAYSIA,Source Word ,ENGLISH,To,MALAY,0.28,8859,2480.52
Translation,Translation (TR),0,UKRAINE,Source Word ,ENGLISH,To,UKRAINIAN,0.264,6133,1619.112
Translation,Translation (TR),0,UNITED STATES,Target Word ,ENGLISH,To,ARABIC,0.18,30000,5400
Translation,Translation (TR),0,NULL,Target Word ,ENGLISH,To,KOREAN,0.276,2548,703.248
Translation,Translation (TR),0,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",Target Word ,ENGLISH,To,MACEDONIAN,0.15,54653,8197.95
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,536.89,1,536.89
Translation,Translation (TR),0,MONGOLIA,Minimum Fee,ENGLISH,To,MONGOLIAN,75,1,75
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,6887,757.57
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,770,84.7
Translation,Translation (TR),0,THAILAND,Source Word ,ENGLISH,To,THAI,0.286,1074,307.164
Translation,Translation (TR),0,THAILAND,Source Word ,ENGLISH,To,THAI,0.295,83173,24536.035
Translation,Translation (TR),0,ALBANIA,Source Word ,ENGLISH,To,ALBANIAN,0.353,1737,613.161
Translation,Translation (TR),0,ALBANIA,Source Word ,ENGLISH,To,ALBANIAN,NULL,NULL,NULL
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,2779,305.69
Translation,Translation (TR),1,NULL,Target Word ,ENGLISH,To,RUSSIAN,NULL,NULL,0
Translation,Translation (TR),0,NULL,Minimum Fee,ENGLISH,To,FRENCH,75,9,675
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,500,109
Translation,Translation (TR),0,TURKEY,Source Word ,ENGLISH,To,TURKISH,0.273,37564,10254.972
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,130,34.32
Translation,NULL,0,DOMINICAN REPUBLIC,NULL,NULL,To,NULL,NULL,NULL,NULL
Translation,Translation (TR),0,CROATIA,Source Word ,ENGLISH,To,CROATIAN,0.264,34545,9119.88
Translation,NULL,0,DOMINICAN REPUBLIC,NULL,NULL,To,NULL,NULL,NULL,NULL
Translation,Translation (TR),0,MONGOLIA,Source Word ,ENGLISH,To,MONGOLIAN,0.304,28031,8521.424
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,711,78.21
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,3051,805.464
Translation,Translation (TR),0,ALBANIA,Each,ENGLISH,To,ALBANIAN,75,1,75
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,689,150.202
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,25327,2785.97
Translation,Translation (TR),0,THAILAND,Source Word ,THAI,To,ENGLISH,0.286,274,78.364
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Source Word ,ENGLISH,To,SPANISH,0.07,7586,531.02
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,GEORGIAN,NULL,NULL,0
Translation,Translation (TR),0,KAZAKHSTAN,Target Word ,ENGLISH,To,RUSSIAN,0.259,15237,3946.383
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,225,33.75
Translation,Translation (TR),0,VIETNAM,Minimum Fee,ENGLISH,To,VIETNAMESE,75,1,75
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,VIETNAMESE,0.264,3675,970.2
Translation,Translation (TR),0,MEXICO,Source Word ,SPANISH,To,ENGLISH,0.203,2611,530.033
Translation,Translation (TR),0,KENYA,Each,ENGLISH,To,FRENCH,0.253,586,148.258
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,1436,323.1
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1677,251.55
Translation,Translation (TR),0,UNITED STATES,Target Word ,ENGLISH,To,UKRAINIAN,0.264,17076,4508.064
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,87.06,1,87.06
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.06,951,57.06
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,2193,241.23
Translation,Translation (TR),0,SRI LANKA,Target Word ,ENGLISH,To,BANGLADESHI,0.12,30000,3600
Translation,Translation (TR),1,AZERBAIJAN,Source Word ,ENGLISH,To,AZERBAIJANI,NULL,NULL,NULL
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,389,102.696
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,NULL
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,SPANISH,To,ENGLISH,NULL,NULL,0
Translation,Translation (TR),0,UNITED STATES,Target Word ,ENGLISH,To,ARABIC,0.1,30000,3000
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,NULL,NULL,0
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.06,4377,262.62
Translation,Translation (TR),0,KAZAKHSTAN,Source Word ,ENGLISH,To,RUSSIAN,0.259,9143,2368.037
Translation,Translation (TR),0,BRAZIL,Target Word ,ENGLISH,To,PORTUGUESE,0.225,40833,9187.425
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,PORTUGUESE,NULL,NULL,NULL
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,1325.76,1,1325.76
Translation,Translation (TR),0,HUNGARY,Source Word ,ENGLISH,To,HUNGARIAN,0.258,2851,735.558
Translation,Translation (TR),0,LITHUANIA,Source Word ,ENGLISH,To,LATVIAN,0.255,4842,1234.71
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,897,236.808
Translation,Screenshot Formatting/Subtitles (SUBT),0,DOMINICAN REPUBLIC,Minute,SPANISH,To,ENGLISH,7,26,182
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,7793,1753.425
Translation,Translation (TR),0,UNITED STATES,Source Word ,UKRAINIAN,To,ENGLISH,0.264,1613,425.832
Translation,Translation (TR),0,AZERBAIJAN,Target Word ,ENGLISH,To,AZERBAIJANI,0.276,5790,1598.04
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1192,178.8
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,767,202.488
Translation,Translation (TR),0,MOLDOVA,Target Word ,ENGLISH,To,UKRAINIAN,0.11,718,78.98
Translation,Translation (TR),0,VIETNAM,Source Word ,ENGLISH,To,VIETNAMESE,0.264,42638,11256.432
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,849,224.136
Translation,Translation (TR),0,"KOREA, SOUTH",Source Word ,ENGLISH,To,KOREAN,0.248,981,243.288
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,725,158.05
Translation,Formatting & Proofing (FP),1,UNITED STATES,Hour,ENGLISH,To,ARABIC,95,2,190
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,MANDARIN,0.321,662,212.502
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,2011,438.398
Translation,Translation (TR),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,2621.74,1,2621.74
Translation,Translation (TR),1,AZERBAIJAN,Source Word ,ENGLISH,To,AZERBAIJANI,NULL,NULL,NULL
Translation,Translation (TR),0,MALAYSIA,Source Word ,ENGLISH,To,MALAY,0.1,1,0.1
Translation,Translation (TR),0,TAIWAN,Source Word ,ENGLISH,To,CHINESE SIMPLIFIED,0.218,3317,723.106
Translation,Translation (TR),0,ROMANIA,Minimum Fee,ENGLISH,To,ROMANIAN,75,8,600
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,FRENCH,0.246,20300,4993.8
Translation,Translation (TR),0,NULL,Each,RUSSIAN,To,ENGLISH,0.259,155,40.145
Translation,Translation (TR),0,UNITED STATES,Target Word ,ENGLISH,To,UZBEK,0.16,5000,800
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,544,118.592
Translation,Translation (TR),0,UNITED STATES,Source Word ,ENGLISH,To,FRENCH,0.246,13511,3323.706
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,CHINESE SIMPLIFIED,0.259,1500,388.5
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,1143,257.175
Translation,Translation (TR),0,ALBANIA,Source Word ,ENGLISH,To,ALBANIAN,0.353,559,197.327
Translation,Translation (TR),0,COLOMBIA,Source Word ,ENGLISH,To,PORTUGUESE,0.212,3445,730.34
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1986,297.9
Translation,Translation (TR),0,TURKEY,Target Word ,ENGLISH,To,TURKISH,0.1,20000,2000
Translation,Translation (TR),0,ITALY,Source Word ,ENGLISH,To,ITALIAN,0.247,51241,12656.527
Translation,Translation and Editing (TE),0,UZBEKISTAN,Page,TAJIK,To,ENGLISH,7,25,175
Translation,Translation (TR),0,ARMENIA,Target Word ,ENGLISH,To,RUSSIAN,NULL,NULL,NULL
Translation,Translation (TR),0,NULL,Target Word ,ENGLISH,To,SPANISH,0.203,8730,1772.19
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,485,72.75
Translation,Translation (TR),0,GREECE,Source Word ,ENGLISH,To,ITALIAN,0.239,8674,2073.086
Translation,Translation (TR),0,SENEGAL,Each,ENGLISH,To,FRENCH,100,3,300
Translation,Translation (TR),0,CROATIA,Source Word ,CROATIAN,To,ENGLISH,0.264,25917,6842.088
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,1323,198.45
Translation,Translation (TR),0,SENEGAL,Each,ENGLISH,To,FRENCH,100,2,200
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,9563,1051.93
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,3215,353.65
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,1092,288.288
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,80,21.12
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,175,26.25
Translation,Translation (TR),0,UKRAINE,Source Word ,UKRAINIAN,To,ENGLISH,0.373,508,189.484
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,1991,219.01
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,UNITED STATES,Source Word ,ENGLISH,To,UKRAINIAN,0.373,1531,571.063
Translation,Translation (TR),0,BRAZIL,Source Word ,ENGLISH,To,PORTUGUESE,0.218,1289,281.002
Translation,Translation (TR),0,RUSSIA,Source Word ,RUSSIAN,To,ENGLISH,0.251,13152,3301.152
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,293,77.352
Translation,Translation (TR),0,SENEGAL,Each,ENGLISH,To,FRENCH,0.233,17571,4094.043
Translation,Translation (TR),0,UZBEKISTAN,Source Word ,ENGLISH,To,UZBEK,0.2,64380,12876
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,RUSSIAN,0.247,1701,420.147
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,NULL,NULL,0
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,1026,230.85
Translation,Translation (TR),0,ALBANIA,Source Word ,ENGLISH,To,ALBANIAN,0.307,26271,8065.197
Translation,Translation (TR),0,"CONGO, DEMOCRATIC REPUBLIC OF THE",Source Word ,ENGLISH,To,FRENCH,0.238,1878,446.964
Translation,Translation (TR),1,NULL,Page,ENGLISH,To,SPANISH,100,1,100
Translation,Translation (TR),1,UNITED STATES,Source Word ,ENGLISH,To,ARABIC,0.26,1916,498.16
Translation,Translation (TR),0,NULL,Source Word ,ENGLISH,To,SPANISH,0.203,4205,853.615
Translation,Translation (TR),0,ARGENTINA,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,UKRAINE,Source Word ,ENGLISH,To,UKRAINIAN,0.264,4423,1167.672
Translation,Translation (TR),0,MOLDOVA,Target Word ,ENGLISH,To,ROMANIAN,0.08,240,19.2
Translation,Translation (TR),0,CROATIA,Minimum Fee,ENGLISH,To,CROATIAN,NULL,NULL,0
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,1545,169.95
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,CROATIA,Source Word ,ENGLISH,To,ALBANIAN,0.15,30000,4500
Translation,Translation (TR),0,ROMANIA,Target Word ,ENGLISH,To,UKRAINIAN,0.264,1640,432.96
Translation,Translation (TR),0,MALAYSIA,Each,ENGLISH,To,MALAY,NULL,NULL,0
Translation,Translation (TR),0,THAILAND,Source Word ,ENGLISH,To,THAI,0.057,45000,2565
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,6659,998.85
Translation,Translation (TR),1,NULL,Source Word ,ENGLISH,To,RUSSIAN,0.247,741,183.027
Translation,Translation (TR),0,ZAMBIA,Each,ENGLISH,To,FRENCH,19219.7,1,19219.7
Translation,Translation (TR),0,LITHUANIA,Source Word ,ENGLISH,To,CROATIAN,0.256,4842,1239.552
Translation,Translation (TR),1,GUINEA,Target Word ,ENGLISH,To,FRENCH,NULL,NULL,0
Translation,Translation (TR),1,NULL,Package ,ENGLISH,To,FRENCH,NULL,NULL,0
Translation,Translation (TR),0,ROMANIA,Minimum Fee,ENGLISH,To,ROMANIAN,75,1,75
Translation,Editing (ED),0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,40.92,1,40.92
Translation,Translation and Editing (TE),0,DOMINICAN REPUBLIC,Source Word ,ENGLISH,To,SPANISH,NULL,NULL,0
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.15,4749,712.35
Translation,Translation Other,0,UNITED STATES,Hour,UKRAINIAN,To,ENGLISH,65,3,195
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,498,112.05
Translation,Translation (TR),0,UKRAINE,Target Word ,ENGLISH,To,UKRAINIAN,0.11,1148,126.28
Translation,Translation (TR),1,ROMANIA,Source Word ,ENGLISH,To,ROMANIAN,0.225,4451,1001.475
Translation,Translation (TR),0,CROATIA,Source Word ,ENGLISH,To,CROATIAN,0.264,20385,5381.64
Interpretation,Interpretation Other,NULL,UNITED STATES,Day,ENGLISH,To,JAPANESE,466.667,3,1400.001
Interpretation,Interpretation Other,0,COLOMBIA,8-Hr Day,ENGLISH,To,SPANISH,680,4,2720
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,3.5,245
Interpretation,Interpretation Other,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,9382.799,1,9382.799
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,8.65,605.5
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,4.6,322
Interpretation,Interpretation Other,0,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",Day,ENGLISH,To,MACEDONIAN,620,2,1240
Interpretation,Interpretation Other,NULL,UNITED STATES,Hour,RUSSIAN,To,ENGLISH,65,12,780
Interpretation,Interpretation Other,0,CROATIA,Day,ENGLISH,To,MONTENEGRIN,80,2,160
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,13.75,962.5
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,CROATIA,Day,ENGLISH,To,BOSNIAN,80,2,160
Interpretation,Interpretation Other,0,UKRAINE,Minute,ENGLISH,To,UKRAINIAN,1.166,15,17.49
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,11,770
Interpretation,Interpretation Other,NULL,UZBEKISTAN,4-hr Half Day,UZBEK,To,ENGLISH,400,1,400
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,7,490
Interpretation,Interpretation Other,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,250,1,250
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,NULL,COLOMBIA,NULL,ENGLISH,To,PORTUGUESE,NULL,NULL,0
Interpretation,Interpretation Other,0,TURKEY,Hour,TURKISH,To,ENGLISH,75,6,450
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,5,350
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,21.15,1480.5
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,NULL,BRAZIL,Day,ENGLISH,To,PORTUGUESE,435,2,870
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,6,420
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,7.6,532
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,CROATIA,Each,ENGLISH,To,ALBANIAN,80,2,160
Interpretation,Interpretation Other,NULL,MONGOLIA,Day,MONGOLIAN,To,ENGLISH,10,3,30
Interpretation,Interpretation Other,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,250,1,250
