code,name,city,country_id,location
EAP,EuroAirport Basel-Mulhouse-Freiburg Airport,Basel,CH,POINT (7.529167 47.59)
LYG,Lianyungang Airport,Niushan,CN,POINT (118.87475668663635 34.57096)
ACI,Alderney Airport,Beaumont-Hague,GB,POINT (-2.214498597174802 49.70694185)
APW,Faleolo Airport,Satapuala,WS,POINT (-171.999494 -13.832271)
LYI,Linyi Airport,Linyi,CN,POINT (118.41027073428957 35.05260055)
MDE,Jose Maria Cordova International Airport,Rionegro,CO,POINT (-75.42394572094523 6.16640765)
JTN,Antônio Ribeiro Nogueira Jr. State Airport,Itanhaém,BR,POINT (-46.785556 -24.164722)
LMV,Madivaru Airport,Madivaru,MV,POINT (73.3703800969 5.45798469788)
LZC,Lazaro Cardenas Airport,La Orilla,MX,POINT (-102.21966265294796 18.00309765)
AQP,Rodriguez Ballon International Airport,Arequipa,PE,POINT (-71.56895878830176 -16.3423105)
TYC,Taiyuan Yaocheng Airport,Mengfeng,CN,POINT (112.4229 37.5027)
LZH,Liuzhou Airport,Labu,CN,POINT (109.3985578866662 24.20767915)
MEC,Manta Airport,Manta,EC,POINT (-80.67949990971246 -0.94690845)
DZH,Dazhou Jinya Airport,Dazhou,CN,POINT (107.43698222297508 31.05057705)
EES,Berenice International Airport,Berenice City,EG,POINT (35.45003685693535 23.980303)
KFZ,Kukës International Airport,Kukës,AL,POINT (20.416156526028644 42.0342197)
JTA,Pedro Teixeira Castelo Airport,Tauá,BR,POINT (-40.29597814583012 -5.93260025)
KJB,Uyyalawada Narasimha Reddy Airport,Orvakal,IN,POINT (78.1693148104587 15.715869600000001)
EHU,Ezhou Huahu Airport,Ezhou,CN,POINT (115.0474 30.346)
FZL,Fuzuli International Airport,Fuzuli,AZ,POINT (47.1964348 39.5945705)
KXB,Sangia Nibandera Airport,Kolaka,ID,POINT (121.52424225501159 -4.3356094)
GDR,Angra dos Reis Airport,Angra dos Reis,BR,POINT (-44.307222 -22.975278)
HLJ,Beidahuang General Airport,Zhaodong,CN,POINT (130.27009854 46.7932345403)
HZU,Chengdu Huaizhou Airport,Majialin Village,CN,POINT (104.5295206131 30.67744769548)
MXQ,Lorenzo Airport,Cairu,BR,POINT (-38.91 -13.389444)
AFK,Ampara Kondavattavan Tank Airport,Ampara,LK,POINT (81.62931220557938 7.342169543255904)
JHF,São Paulo Catarina Executive Airport,São Roque,BR,POINT (-47.165658 -23.426886)
BLL,Billund Airport,Billund,DK,POINT (9.160391884322324 55.740736999999996)
JSB,Walfrido Salmito de Almeida Airport,São Benedito,BR,POINT (-40.883333 -4.05)
ATH,Eleftherios Venizelos International Airport,Spata,GR,POINT (23.954624286315532 37.9372535)
UHS,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy,RU,POINT (142.174682 50.878037)
MEH,Mehamn Airport,Mehamn,NO,POINT (27.8245343 71.0298909)
MEL,Tullamarine Airport,Attwood,AU,POINT (144.83348076679553 -37.667111000000006)
MEM,Memphis International Airport,Southaven,US,POINT (-89.97689466513185 35.04625645)
MBS,MBS International Airport,Freeland,US,POINT (-84.08284956680652 43.535796149999996)
AVP,Wilkes-Barre/Scranton International Airport,Avoca,US,POINT (-75.72257122928625 41.33709205)
DIA,Doha International Airport,Doha,QA,POINT (51.5646 25.2607)
GNJ,Ganja International Airport,Ganja,AZ,POINT (46.31628304227843 40.7370535)
HSF,Suifenhe Dongning Airport,Suifenhe,CN,POINT (130.84445157868504 44.454874849999996)
RDL,Al Bardawil International Airport,El Hassana,EG,POINT (33.1515706592 30.4095794591708)
VCC,New Vacaria Airport,Vacaria,BR,POINT (-51.022778 -28.431944)
MKZ,Malacca International Airport,Batu Berendam,MY,POINT (102.25118690241379 2.2649362999999996)
GDB,Gondia Airport,Gondia,IN,POINT (80.01 21.522)
MLE,Male International Airport,Male,MV,POINT (73.5301041555218 4.1961894)
AQG,Anqing Tianzhushan Airport,Anqing,CN,POINT (117.05617994044115 30.5859116)
YHU,St. Hubert Airport,,CA,POINT (-73.6 45.5)
YIV,Island Lake Airport,,CA,POINT (-94.78333 54.2)
JCS,Aeroporto De Crateus Airport,Crateus,BR,POINT (-40.7045819389 -5.21230869969)
AQI,Qaisumah Airport,Al Qaysumah,SA,POINT (46.1219356 28.3342381)
YGW,Kuujjuarapik Airport,,CA,POINT (-77.75632598579428 55.2824753)
AQJ,King Hussein International Airport,Aqaba,JO,POINT (35.019039998479 29.610142699999997)
MLG,Abdul Rachman Saleh Airport,Singosari,ID,POINT (112.7132740940317 -7.93032505)
LVI,Livingstone Airport,Livingstone,ZM,POINT (25.79571488398148 -17.81843635)
CTV,Catoca Airport,Saurimo,AO,POINT (20.311478 -9.430985)
MDG,Mudanjiang Airport,Xinglong,CN,POINT (129.56714084864257 44.5245786)
JPO,Brigadeiro Firmino Ayres Airport,Patos,BR,POINT (-37.25184761766 -7.037496939556)
JPE,Nagib Demachki Airport,Paragominas,BR,POINT (-47.316389 -3.019722)
JPY,Paraty Airport,Paraty,BR,POINT (-44.720278 -23.224444)
YCM,Niagara District Airport,Niagara-on-the-Lake,CA,POINT (-79.17194175161795 43.192976900000005)
YPR,Digby Island Airport,,CA,POINT (-130.3999939 54.3167)
BDO,Husein Sastranegara Airport,Bandung,ID,POINT (107.57604750542606 -6.8995168499999995)
DSY,Dara Sakor International Airport,Koh Kong,KH,POINT (103.225265056204 10.91482235)
BDQ,Vadodara Airport,Vadodara,IN,POINT (73.22706886887818 22.336816749999997)
EWR,Newark Liberty International Airport,Elizabeth,US,POINT (-74.17725485035348 40.68906405)
IUP,Lorenzo Airport,Apui,BR,POINT (-59.8393706089647 -7.1726927603202)
YSK,Sanikiluaq Airport,,CA,POINT (-79.24933782095911 56.53683365)
YTA,Pembroke And Area Airport,,CA,POINT (-77.24944 45.861668)
YTQ,Tasiujuaq Airport,,CA,POINT (-69.95633 58.6678)
DDD,Dhaalu Airport,Kudahuvadhoo,MV,POINT (72.88611679765515 2.66648215)
YTW,Yutian Wanfang Airport,,CN,POINT (81.79149269333863 36.80990525)
COK,Cochin International Airport,Angamali,IN,POINT (76.39248892735499 10.15448595)
JDE,Jiande Qiandaohu Airport,Jiande,CN,POINT (119.18551273837 29.354412074477)
MFK,Matsu Beigan Airport,Nangan,TW,POINT (119.916664 26.166668)
DBR,Darbhanga Airport,Darbhanga,IN,POINT (85.9118892 26.1967856)
MFR,Rogue Valley International-Medford Airport,Medford,US,POINT (-122.87342921752662 42.3727441)
LPB,El Alto International Airport,La Paz,BO,POINT (-68.19026097558837 -16.512220550000002)
YYU,Kapuskasing Airport,,CA,POINT (-82.46398397530788 49.40840675)
ERH,Moulay Ali Cherif Airport,Errachidia,MA,POINT (-4.401642404012675 31.9476048)
ERI,Erie International Airport,Fairview,US,POINT (-80.17440312485985 42.0847174)
ERL,Eren Hot Airport,Erenhot,CN,POINT (112.09475176884322 43.42349855)
EXT,Exeter International Airport,Topsham,GB,POINT (-3.412883379837215 50.7347944)
NEI,Terney Airport,Terney,RU,POINT (136.590342226 45.0814450773)
LPF,Liupanshui Yuezhao Airport,Liupanshui,CN,POINT (104.97858236756699 26.60868035)
WHB,Eliwana Airport,Eliwana,AU,POINT (116.8863515 -22.4306826)
LPT,Lampang Airport,Lampang,TH,POINT (99.5053516 18.2782787)
ZGI,Gods River Airport,,CA,POINT (-94.166664 54.683334)
YZP,Sandspit Airport,,CA,POINT (-131.8126998451329 53.2532095)
YZT,Port Hardy Airport,,CA,POINT (-127.36977008238144 50.68186165)
ZPB,Sachigo Lake Airport,,CA,POINT (-92.18777514350165 53.88868915)
MBA,Moi International Airport,Mombasa,KE,POINT (39.600720714576624 -4.0265226)
MGZ,Myeik Airport,Myeik,MM,POINT (98.62146561643826 12.4397928)
MHD,Mashhad International Airport,Mashhad,IR,POINT (59.641866810223185 36.23409075)
RNA,Ulawa Airport,,SB,POINT (161.98306 -9.864444)
EYP,El Yopal Airport,Yopal,CO,POINT (-72.38447809054335 5.3201424)
EYW,Key West International Airport,Stock Island,US,POINT (-81.75961603475078 24.5554773)
EZE,Ministro Pistarini Airport,Ezeiza,AR,POINT (-58.54742335052262 -34.81681415)
HCZ,Chenzhou Beihu Airport,Chenzhou,CN,POINT (112.84966005166282 25.75482855)
MLH,EuroAirport Basel-Mulhouse-Freiburg,Hesingue,CH,POINT (7.52434812773247 47.603236949999996)
DGT,Dumaguete Airport,Dumaguete,PH,POINT (123.30198574210306 9.3340538)
FNA,Lungi International Airport,Masoyila,SL,POINT (-13.200255905684298 8.6153394)
MHG,Mannheim Airport,Mannheim,DE,POINT (8.516259421778319 49.474830499999996)
MHQ,Mariehamn Airport,Mariehamn,AX,POINT (19.896907611281204 60.121504650000006)
LDH,Lord Howe Island Airport,Woolgoolga,AU,POINT (159.07601118441585 -31.538403350000003)
LPA,Gran Canaria Airport,Ingenio,ES,POINT (-15.389182071609515 27.92879945)
LPI,Linkoping City Airport,Linkoping,SE,POINT (15.691669911451392 58.4045718)
FNC,Madeira Airport,Machico,PT,POINT (-16.77389415043028 32.69817005)
FND,Funadhoo Airport,Funadhoo,MV,POINT (73.28780102334719 6.1616557499999995)
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,POINT (38.79727968929066 8.97958075)
MSO,Missoula International Airport,Orchard Homes,US,POINT (-114.08780053891442 46.91686665)
MSP,Minneapolis-St. Paul International Airport,Richfield,US,POINT (-93.2209280537696 44.878019050000006)
MSQ,Minsk National Airport,Smilavichy,BY,POINT (28.03506962645968 53.8899573)
LPK,Lipetsk Airport,Lipetsk,RU,POINT (39.6 52.61667)
YNE,Norway House Airport,,CA,POINT (-97.84823872487667 53.95694255)
LPX,Liepaya Airport,Grobina,LV,POINT (21.1 56.516666)
LPY,Loudes Airport,Saint-Paulien,FR,POINT (3.766667 45.083332)
OCC,Coca Airport,Puerto Francisco de Orellana,EC,POINT (-76.99002032360985 -0.4567311)
ILY,Glenegedale Airport,Isle of Islay,GB,POINT (-6.257452506035049 55.68289935)
IMQ,Maku International Airport,Showt,IR,POINT (44.92203364988445 39.1930169)
ABJ,Felix Houphouet Boigny Airport,Abidjan,CI,POINT (-3.925957338659794 5.264928299999999)
IXI,Lilabari Airport,North Lakhimpur,IN,POINT (94.09734635719008 27.2961368)
LRT,Lann Bihoue Airport,Ploemeur,FR,POINT (-3.436394 47.75374)
IXJ,Satwari Airport,Jammu,IN,POINT (74.83873699435969 32.6883122)
DMM,King Fahd International Airport,Al Awjam,SA,POINT (49.79887844079486 26.467396649999998)
ITO,Hilo International Airport,Hilo,US,POINT (-155.04755391447696 19.718830599999997)
IXA,Agartala Airport,Agartala,IN,POINT (91.24006658412866 23.8882755)
IXB,Bagdogra Airport,Baghdogra,IN,POINT (88.32906870592839 26.6821128)
IXC,Chandigarh Airport,Chandigarh,IN,POINT (76.79098506460022 30.674192249999997)
IXD,Bamrauli Airport,Allahabad,IN,POINT (81.73421016673637 25.43689825)
IXE,Mangalore Airport,Mangalore,IN,POINT (74.88765239960827 12.956335800000002)
LSW,Malikus Saleh Airport,Lhokseumawe,ID,POINT (97.166664 5.166667)
IXM,Madurai Airport,Tirupparangunram,IN,POINT (78.09397312971166 9.83575295)
AAT,Altay Airport,Awiytan,CN,POINT (88.08948249042332 47.74833705)
ABB,Asaba International Airport,Asaba,NG,POINT (6.663854565066257 6.20565465)
LSZ,Losinj Airport,Mali Losinj,HR,POINT (14.385833 44.566944)
LSC,La Florida Airport,La Serena,CL,POINT (-71.20194424333569 -29.915545950000002)
IXR,Birsa Munda Airport,Ranchi,IN,POINT (85.32554620752549 23.31458225)
IXU,Chikkalthana Airport,Aurangabad,IN,POINT (75.40244204843691 19.86437015)
LSP,Josefa Camejo Airport,Punto Fijo,VE,POINT (-70.14756704091192 11.77786265)
DRS,Dresden International Airport,,DE,POINT (13.769480779988587 51.134299299999995)
IXZ,Port Blair Airport,Port Blair,IN,POINT (92.73036550632911 11.640875)
JGA,Govardhanpur Airport,Bedi,IN,POINT (70.00708076073744 22.466835250000003)
JGD,Jiagedaqi Airport,Jagdaqi,CN,POINT (124.1158382750555 50.371759749999995)
LST,Launceston Airport,Perth,AU,POINT (147.21326082848134 -41.54372585)
LSY,Lismore Airport,Lismore,AU,POINT (153.25890157090288 -28.83071845)
LUW,Bubung Airport,Luwuk,ID,POINT (122.78333 -0.933333)
JSH,Sitia Airport,Siteia,GR,POINT (26.100884020397434 35.2161444)
JSI,Skiathos Airport,Skiathos,GR,POINT (23.50318526783782 39.17848895)
JHW,Jamestown Airport,Celoron,US,POINT (-79.26453974336357 42.15277265)
JKH,Chios Airport,Chios,GR,POINT (26.140171285583204 38.3421243)
JKL,Kalymnos Island National Airport,Kalymnos,GR,POINT (26.939981365194278 36.9632747)
JKR,Janakpur Airport,Janakpur,NP,POINT (85.92374733048763 26.710195149999997)
LDY,City of Derry Airport,Eglinton,GB,POINT (-7.155902754752817 55.039795749999996)
BAU,Bauru Airport,Bauru,BR,POINT (-49.05328145802982 -22.3450535)
LEJ,Leipzig/Halle Airport,,DE,POINT (12.229585904866344 51.421190100000004)
AGX,Agatti Island Airport,Kavaratti,IN,POINT (72.17987 10.828967)
LXG,Luang Namtha Airport,Louang Namtha,LA,POINT (101.46667 21.05)
DOK,Donetsk International Airport,Avdiyivka,UA,POINT (37.74079599426868 48.0713952)
DUS,Dusseldorf International Airport,,DE,POINT (6.761736665024513 51.2869035)
NQT,Nottingham Airport,,GB,POINT (-1.166667 52.966667)
OHE,Mohe Airport,Xilinji,CN,POINT (122.42525985187558 52.9156841)
OHH,Novostroyka Airport,Okha,RU,POINT (142.87331907232237 53.51637295)
LXR,Luxor International Airport,Luxor,EG,POINT (32.70656738421505 25.6705395)
LXS,Limnos Airport,Myrina,GR,POINT (25.236124249264446 39.91859355)
LFW,Lome Airport,Lome,TG,POINT (1.2560093951906006 6.17020235)
LGA,LaGuardia Airport,The Bronx,US,POINT (-73.87336398511545 40.7757145)
LGB,Long Beach Airport,Signal Hill,US,POINT (-118.15342922166721 33.815565899999996)
LGG,Liege Airport,Awans,BE,POINT (5.440920445172662 50.6385382)
LGI,Deadmans Cay Airport,Clarence Town,BS,POINT (-75.0883369563434 23.1785489)
LGK,Langkawi International Airport,Kuah,MY,POINT (99.72854348520173 6.3296375)
LLJ,Silampari Airport,Lubuklinggau,ID,POINT (102.91416981570998 -3.2889355)
LLO,Bua Airport,Beringinjaya,ID,POINT (120.24361440556194 -3.0777591)
ASE,Aspen Airport,Aspen,US,POINT (-106.864685 39.219685)
ASU,Silvio Pettirossi International Airport,Limpio,PY,POINT (-57.51563884189728 -25.2355931)
ATT,Atmautluak Airport,,US,POINT (-162.2734311 60.8631043)
HEL,Helsinki-Vantaa Airport,,FI,POINT (24.947206800038444 60.32135905)
BRR,North Bay Airport,,GB,POINT (-7.440278 57.023335)
LLW,Lilongwe International Airport,Lilongwe,MW,POINT (33.78211495665334 -13.7886661)
PNS,Pensacola International Airport,Ferry Pass,US,POINT (-87.18808592919096 30.4725975)
LPL,Liverpool John Lennon Airport,Hale,GB,POINT (-2.8496139978869777 53.335702600000005)
AVN,Avignon-Caumont Airport,Noves,FR,POINT (4.9 43.9)
LPQ,Luang Prabang International Airport,Louangphabang,LA,POINT (102.16998023046885 19.90650995)
SAH,Sana'a International Airport,Ar Rawdah,YE,POINT (44.21866507285824 15.47740745)
SAL,El Salvador International Airport,El Rosario,SV,POINT (-89.05240507597625 13.45092455)
SAN,San Diego International Airport,San Diego,US,POINT (-117.19224641277626 32.73336075)
AUB,Itauba Airport,Itauba,BR,POINT (-55.581735 -11.878603)
SLZ,Marechal Cunha Machado International Airport,Sao Luis,BR,POINT (-44.23940764493366 -2.58899115)
SMF,Sacramento International Airport,West Sacramento,US,POINT (-121.5903702806319 38.687223450000005)
LRD,Laredo International Airport,Laredo,US,POINT (-99.46147398713819 27.547214750000002)
AVV,Avalon Airport,Little River,AU,POINT (144.47225146948307 -38.0415747)
AWZ,Ahwaz Airport,Ahvaz,IR,POINT (48.761837631708985 31.3375148)
SOO,Helsinge Airport,Soderhamn,SE,POINT (17.0983333 61.2613889)
STL,Lambert-St. Louis International Airport,Woodson Terrace,US,POINT (-90.37047024952082 38.74962725)
STP,St. Paul Downtown Airport,Saint Paul,US,POINT (-93.06093363491505 44.933328)
STT,Cyril E. King Airport,Charlotte Amalie,VI,POINT (-64.9701668 18.3346729)
STV,Surat Gujarat Airport,Surat,IN,POINT (72.74226530410085 21.1168313)
STX,Henry E. Rohlsen Airport,Saint Croix,VI,POINT (-64.8059208987329 17.69997805)
SUB,Juanda International Airport,Semampirbarat,ID,POINT (112.78532737805308 -7.38007105)
SUF,Lamezia Terme International Airport,Santa Eufemia Lamezia,IT,POINT (16.24275952965428 38.9062877)
SUG,Surigao Airport,Mati,PH,POINT (125.4810331904115 9.75764555)
DDG,Langtou Airport,,CN,POINT (124.2815411011791 40.02644170000001)
LYP,Faisalabad Airport,Faisalabad,PK,POINT (72.99318848355324 31.36552865)
SZF,Samsun-Carsamba Airport,Dikbiyik,TR,POINT (36.5547365620795 41.2562275)
SZX,Shenzhen Bao'an International Airport,Fuyong,CN,POINT (113.80607686281571 22.6376434)
LYS,Lyon Saint-Exupery International Airport,Pusignan,FR,POINT (5.086500755554235 45.7245365)
AXD,Demokritos Airport,Alexandroupoli,GR,POINT (25.955340604501963 40.85631045)
AZN,Andizhan Airport,Andijon,UZ,POINT (72.29303828990521 40.726543899999996)
AZO,Kalamazoo Battle Creek International Airport,Portage,US,POINT (-85.5510419237961 42.2307865)
SYM,Pu'er Simao Airport,Simao,CN,POINT (100.95929898984352 22.79187385)
GLV,Golovin Airport,,US,POINT (-163.0394444 64.5433333)
LZO,Luzhou Lantian Airport,Luzhou,CN,POINT (105.38745431218496 28.850612249999998)
GST,Gustavus Airport,,US,POINT (-135.70631132484405 58.423770649999994)
LZY,Nyingchi Mainling Airport,Mainling,CN,POINT (94.3321948904703 29.302162799999998)
MBJ,Sangster International Airport,Montego Bay,JM,POINT (-77.91388740287721 18.502925949999998)
MBL,Blacker Airport,Manistee,US,POINT (-86.24061217690472 44.2717152)
BAQ,E Cortissoz Airport,Malambo,CO,POINT (-74.77618 10.886398)
BAT,Airport Chafei Amsei,Barretos,BR,POINT (-48.55 -20.55)
BCD,Bacolod-Silay International Airport,Bacolod City,PH,POINT (122.93359 10.644815)
LYB,Little Cayman Airport,East End,KY,POINT (-80.08472 19.6592)
LYC,Lycksele Airport,Lycksele,SE,POINT (18.7177778 64.5475)
MAA,Chennai Airport,Pallavaram,IN,POINT (80.18440293433221 12.99299645)
KKA,Koyuk Airport,,US,POINT (-161.1612957 64.9351661)
HCR,Holy Cross Airport,,US,POINT (-159.7729269 62.1908445)
KTN,Ketchikan International Airport,,US,POINT (-131.7083563288072 55.353764749999996)
KAL,Kaltag Airport,,US,POINT (-158.7355272 64.3196804)
HOM,Homer Airport,,US,POINT (-151.4905296 59.6429186)
HPB,Hooper Bay Airport,,US,POINT (-166.1478020796465 61.52474885)
HSL,Huslia Airport,,US,POINT (-156.3509979 65.6978989)
AKN,King Salmon Airport,,US,POINT (-156.6493870251819 58.6753166)
BDL,Bradley International Airport,Windsor Locks,US,POINT (-72.68501994264602 41.9405835)
BDP,Bhadrapur Airport,Bhadrapur,NP,POINT (88.07832040537195 26.570771399999998)
BEG,Belgrad Nikola Tesla Airport,Surcin,RS,POINT (20.302369607310077 44.81827305)
BFN,Bram Fischer International Airport,Bloemfontein,ZA,POINT (26.296681782348287 -29.0922444)
BFS,Belfast International Airport,Antrim,GB,POINT (-6.2161746 54.6616469)
IAN,Bob Baker Memorial Airport,,US,POINT (-160.4408276 66.9753137)
SHX,Shageluk Airport,,US,POINT (-159.5672581 62.6874591)
OME,Nome Airport,,US,POINT (-165.4560373774767 64.5124643)
OOK,Toksook Bay Airport,,US,POINT (-165.0879817 60.5376015)
SMK,St. Michael Airport,,US,POINT (-162.1124828 63.4845436)
PTU,Platinum Airport,,US,POINT (-161.8244235 59.0158634)
MFE,McAllen International Airport,McAllen,US,POINT (-98.23960548288598 26.17627985)
LYR,Svalbard Airport,Longyearbyen,SJ,POINT (15.8 78.208885)
OTZ,Ralph Wien Memorial Airport,,US,POINT (-162.61074661016386 66.8836843)
AAR,Aarhus Airport,Ebeltoft,DK,POINT (10.612849817576597 56.304542549999994)
ACA,Acapulco International Airport,10 de Abril,MX,POINT (-99.75293698229589 16.756593600000002)
ACH,Altenrhein Airport,Rheineck,CH,POINT (9.5598603 47.4859603)
ACX,Xingyi Airport,Xinzhou,CN,POINT (104.95880288018984 25.083970700000002)
BFV,Buri Ram Airport,Satuek,TH,POINT (103.24777584935983 15.2251616)
BGA,Palonegro International Airport,Lebrija,CO,POINT (-73.18298397426294 7.12665205)
LSI,Sumburgh Airport,,GB,POINT (-1.2903331791196888 59.876993150000004)
RBY,Ruby Airport,,US,POINT (-155.4622222 64.7297222)
ABZ,Aberdeen International Airport,Dyce,GB,POINT (-2.2019913504766446 57.20195485)
KSM,Saint Mary's Airport,,US,POINT (-163.2968382 62.0588721)
FYU,Fort Yukon Airport,,US,POINT (-145.24090199463737 66.57354795)
MBT,Masbate Airport,Tumalaytay,PH,POINT (123.066666 12.366667)
MBX,Maribor International Airport,Maribor,SI,POINT (15.65 46.55)
ACZ,Zabol Airport,Zabol,IR,POINT (61.54236908127046 31.097024750000003)
AER,Sochi International Airport,Orel-Izumrud,RU,POINT (39.94009276010438 43.44397145)
AES,Vigra Alesund Airport,Valderoy,NO,POINT (6.113415709021158 62.56018535)
AHO,Alghero-Fertilia Airport,Alghero,IT,POINT (8.288375274221512 40.63087935)
AJL,Aizawl Airport,Sairang,IN,POINT (92.62105703739914 23.840704799999997)
MIR,Habib Bourguiba International Airport,Sahline,TN,POINT (10.753155 35.76108)
SCC,Prudhoe Bay/Deadhorse Airport,,US,POINT (-148.45866290144141 70.2007293)
KUY,Kamusi Airport,,PG,POINT (143.12189263481963 -7.42071535)
AKJ,Asahikawa Airport,Asahikawa,JP,POINT (142.45138689279045 43.6686785)
HTI,Hamilton Island Airport,,AU,POINT (148.9480748 -20.3522845)
AKL,Auckland Airport,Mangere,NZ,POINT (174.7912138412501 -37.00889695)
MJF,Kjaerstad Airport,Mosjoen,NO,POINT (13.218328 65.78439)
BGM,Greater Binghamton Airport,Johnson City,US,POINT (-75.9815509339948 42.2106484)
BGN,Belaya Gora Airport,Belaya Gora,RU,POINT (146.185833 68.538056)
BGO,Bergen Airport,Ytrebygda,NO,POINT (5.219901375015233 60.29619625)
MJI,Mitiga Tripoli Airport,Tagiura,LY,POINT (13.277778 32.89722)
YIO,Pond Inlet Airport,,CA,POINT (-77.96982812022452 72.68932480000001)
MIA,Miami International Airport,Virginia Gardens,US,POINT (-80.28672341095405 25.7949789)
GCI,Guernsey Airport,,GG,POINT (-2.6035924770551206 49.4345733)
TRS,Trieste - Friuli Venezia Giulia Airport,Ronchi dei Legionari,IT,POINT (13.473368702886166 45.8261611)
LBV,Libreville Airport,,GA,POINT (9.411292096346298 0.4619465)
TRV,Trivandrum International Airport,Thiruvananthapuram,IN,POINT (76.91905902167463 8.4820416)
TRZ,Tiruchirapalli International Airport,Tiruchirappalli,IN,POINT (78.71529710080432 10.7638147)
TSA,Taipei Songshan Airport,Taipei,TW,POINT (121.55488774434725 25.066476950000002)
TSE,Astana (Nursultan) International Airport,Astana,KZ,POINT (71.46419813232808 51.0258535)
TBG,Tabubil Airport,,PG,POINT (141.22708058939207 -5.279681249999999)
ALF,Alta Airport,Alta,NO,POINT (23.35951896505862 69.9771632)
ALH,Albany Airport,Albany,AU,POINT (117.80958889032424 -34.9443954)
BEW,Beira Airport,,MZ,POINT (34.91058302709537 -19.79742665)
BGW,Baghdad International Airport,Abu Ghurayb,IQ,POINT (44.232794695535205 33.2638222)
ISA,Mount Isa Airport,,AU,POINT (139.488962 -20.6661532)
LRE,Longreach Airport,,AU,POINT (144.2716207 -23.4392843)
BKO,Bamako-Senou International Airport,Bamako,ML,POINT (-7.9487650400229874 12.5353304)
MID,Manuel Crescencio Rejon International Airport,Itzincab Palomeque,MX,POINT (-89.65927789055651 20.9246449)
ASR,Kayseri Airport,Kayseri,TR,POINT (35.49468492689121 38.773475250000004)
AYN,Anyang Airport,Anyang,CN,POINT (114.34102968441096 36.132250150000004)
BHE,Woodbourne Airport,Blenheim,NZ,POINT (173.86935377852836 -41.5172616)
BHJ,Rudra Mata Airport,Bhuj,IN,POINT (69.66374549345942 23.275686800000003)
BHM,Birmingham-Shuttlesworth International Airport,Tarrant,US,POINT (-86.75154126864663 33.5635078)
BHQ,Broken Hill Airport,,AU,POINT (141.47089360382742 -32.00625895)
BHU,Bhavnagar Airport,Bhavnagar,IN,POINT (72.18697803465328 21.7528163)
MKL,Mckellar Airport,Jackson,US,POINT (-88.9161165 35.6014507)
BIA,Bastia Poretta Airport,Borgo,FR,POINT (9.481946623405268 42.55466885)
YKL,Schefferville Airport,,CA,POINT (-64.816666 54.783333)
MKW,Rendani Airport,Manokwari,ID,POINT (134.04910556479345 -0.89156245)
YKG,Kangirsuk Airport,,CA,POINT (-69.99784334087558 60.0292262)
MKY,Mackay Airport,Mackay,AU,POINT (149.18020182420713 -21.1701961)
YHK,Gjoa Haven Airport,,CA,POINT (-95.85487461213016 68.6368488)
BJF,Batsfjord Airport,Batsfjord,NO,POINT (29.688477021025072 70.59939080000001)
BJI,Bemidji Airport,Bemidji,US,POINT (-94.92982434625608 47.5101068)
MLI,Quad City International Airport,Coal Valley,US,POINT (-90.51146650735623 41.44772135)
MLN,Melilla Airport,Melilla,ES,POINT (-2.9577403946686074 35.2800282)
MLO,Milos Airport,Adamas,GR,POINT (24.47603314456758 36.69699755)
MNL,Ninoy Aquino International Airport,Makati City,PH,POINT (121.02188606807516 14.5123016)
BAH,Bahrain International Airport,Al Muharraq,BH,POINT (50.632903208060256 26.2697012)
BAV,Baotou Airport,Shulinzhao,CN,POINT (109.99998138888844 40.56068065)
BAX,Barnaul Gherman Titov International Airport,Gon'ba,RU,POINT (83.5504536213013 53.3635611)
BJL,Yundum International Airport,Abuko,GM,POINT (-16.6495025720344 13.336338000000001)
BJQ,Bahja Airport,,OM,POINT (56.06777778 19.87305556)
BJV,Milas-Bodrum Airport,Kiulukioi,TR,POINT (27.67212809118392 37.24952535)
YTC,Sturdee Valley Airport,Sturdee,CA,POINT (-127.15 57.2)
MST,Maastricht Aachen Airport,Elsloo,NL,POINT (5.7686203 50.9158588)
YND,Gatineau Airport,,CA,POINT (-75.63333 45.483334)
DJG,Inedbirenne Airport,,DZ,POINT (9.488889 24.465279)
AAL,Aalborg Airport,Vadum,DK,POINT (9.868075521300991 57.0864352)
YNP,Natuashish Airport,,CA,POINT (-61.18168410059596 55.91337420000001)
MSY,Louis Armstrong New Orleans International Airport,Kenner,US,POINT (-90.26430439366972 29.99420015)
YXY,Whitehorse Airport,,CA,POINT (-135.06824981358608 60.709296249999994)
MTH,Florida Keys Marathon Airport,Marathon,US,POINT (-81.0512195 24.7258703)
BMV,Phung-Duc Airport,Buon Ma Thuot,VN,POINT (108.05 12.666667)
BNA,Nashville International Airport,Lakewood,US,POINT (-86.68308703291842 36.11958985)
BND,Bandar Abbas International Airport,Bandar 'Abbas,IR,POINT (56.37856860111275 27.222036449999997)
NBO,Jomo Kenyatta International Airport,Pumwani,KE,POINT (36.92904912198662 -1.3168547)
NMF,Maafaru International Airport,Manadhoo,MV,POINT (73.46999476916139 5.8188779)
NBS,Changbaishan Airport,Manjiang,CN,POINT (127.60277214510086 42.0691726)
NCE,Cote D'Azur Airport,Saint-Laurent-du-Var,FR,POINT (7.213706629141443 43.65980345)
KOI,Kirkwall Airport,,GB,POINT (-2.9022964990238824 58.9537636)
