code,name,city,country_id,location
SJU,Luis Munoz Marin International Airport,Carolina,PR,POINT (-65.99743036847468 18.44319945)
SLP,San Luis Potosi Airport,Fraccion Milpillas,MX,POINT (-100.93678970603378 22.260231349999998)
AXT,Akita Airport,Akita,JP,POINT (140.21935028858 39.614616)
AYT,Antalya Airport,Aksu,TR,POINT (30.798191449837162 36.89994245)
MDU,Mendi Airport,,PG,POINT (143.65 -6.158611)
AZA,Phoenix-Mesa Gateway Airport,Queen Creek,US,POINT (-111.6526441150196 33.30591455)
TEB,Teterboro Airport,Moonachie,US,POINT (-74.06353615015186 40.84951)
TTT,Taitung Airport,Taitung City,TW,POINT (121.10635675975651 22.75568585)
TUG,Tuguegarao Airport,Carig,PH,POINT (121.73409169162102 17.643631300000003)
TUI,Turaif Airport,Turayf,SA,POINT (38.73264882506025 31.69201315)
TUL,Tulsa International Airport,Owasso,US,POINT (-95.88675053989968 36.1968484)
BSR,Basra International Airport,Al Basrah,IQ,POINT (47.79139 30.555555)
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum,BR,POINT (-56.0349239329 -13.81380253609)
BTK,Bratsk Airport,Bratsk,RU,POINT (101.816666 56.36667)
BTM,Butte Airport,Butte,US,POINT (-112.49389 45.95111)
BTU,Bintulu Airport,Bintulu,MY,POINT (113.04346 3.171772)
OYC,Camopi Airport,Camopi,GF,POINT (-52.336111 3.172222)
OZH,Zaporozhye Airport,Zaporizhzhya,UA,POINT (35.31153502036521 47.869395850000004)
OGX,Ain Beida Airport,Rouissat,DZ,POINT (5.411965642045519 31.9171828)
BBI,Biju Patnaik International Airport,Bhubaneshwar,IN,POINT (85.81348472447162 20.25229545)
BCN,Barcelona-El Prat Airport,El Prat de Llobregat,ES,POINT (2.0790473629813215 41.29694395)
BDB,Bundaberg Airport,Thabeban,AU,POINT (152.31965241484968 -24.90353975)
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID,POINT (114.75650864375234 -3.4402862499999998)
TUN,Tunis-Carthage International Airport,Ariana,TN,POINT (10.229499453576416 36.851848450000006)
TUO,Taupo Airport,Taupo,NZ,POINT (176.08434805942943 -38.7402488)
TUS,Tucson International Airport,Summit,US,POINT (-110.93687678656917 32.120244549999995)
TVC,Cherry Capital Airport,Traverse City,US,POINT (-85.58421631783196 44.74349225)
TVS,Tangshan Sannuhe Airport,Fengrun,CN,POINT (118.00176191850872 39.7198374)
OGZ,Vladikavkaz Airport,Dalakovo,RU,POINT (44.60982202193371 43.204641550000005)
BUP,Bhatinda Airport,Bhatinda,IN,POINT (74.96667 30.166668)
BUU,Muara Bungo Airport,Muarabungo,ID,POINT (102.182778 -1.5425)
BJA,Bejaia Airport,Bejaia,DZ,POINT (5.073719492285118 36.71292390000001)
OHD,Ohrid Airport,Misleshevo,MK,POINT (20.742970126092665 41.17937425)
ONT,Ontario International Airport,Rancho Cucamonga,US,POINT (-117.59915769373036 34.05414245)
OOL,Gold Coast Airport,Tugun,AU,POINT (153.5081045532748 -28.164853)
NTL,Newcastle Airport,Medowie,AU,POINT (151.84011416276277 -32.79461255)
OPF,Opa-locka Executive Airport,Miami Lakes,US,POINT (-80.27515077349665 25.90619265)
OSD,Are Ostersund Airport,Krokom,SE,POINT (14.499010830385984 63.19562795)
PNR,Pointe Noire Airport,Pointe-Noire,CG,POINT (11.886634070093734 -4.81575645)
NME,Nightmute Airport,,US,POINT (-164.70296523136636 60.46984675)
PHO,Point Hope Airport,,US,POINT (-166.797774252524 68.35007250000001)
AEY,Akureyri Airport,Akureyri,IS,POINT (-18.070607134573716 65.65698725)
AGA,Agadir Al Massira Airport,Inezgane,MA,POINT (-9.555895 30.378326)
BEL,Val De Cans International Airport,Belem,BR,POINT (-48.47964610194296 -1.3798578)
BES,Brest Bretagne Airport,Guipavas,FR,POINT (-4.4197626 48.4428384)
BEY,Beirut-Rafic Hariri International Airport,Baabda,LB,POINT (35.490805228124415 33.8180749)
BGG,Bingol Airport,,TR,POINT (40.59243578163278 38.8605985)
TYF,Torsby Airport,Torsby,SE,POINT (12.989099530642672 60.160475149999996)
TYN,Taiyuan Wusu International Airport,Xiaodian,CN,POINT (112.62232573051733 37.7488565)
TYS,McGhee Tyson Airport,Alcoa,US,POINT (-83.99884810431155 35.809552999999994)
TZX,Trabzon Airport,Trabzon,TR,POINT (39.78903849616105 40.99444235)
UDR,Maharana Pratap Airport,Udaipur,IN,POINT (73.89536493575547 24.61747795)
BWI,Baltimore/Wash International Thurgood Marshall Airport,Ferndale,US,POINT (-76.66894 39.179527)
NUI,Nuiqsut Airport,,US,POINT (-151.00523344640942 70.20999965)
NTG,Nantong Xingdong Airport,Xingdong,CN,POINT (120.97825429793333 32.07183535)
NYA,Nyagan Airport,Nyagan,RU,POINT (65.61141073357436 62.11053750000001)
NYM,Nadym Airport,Staryy Nadym,RU,POINT (72.69457227373331 65.4843896)
BLJ,Batna Airport,Batna,DZ,POINT (6.183333 35.566666)
BGX,Airport Cmdt. Gustavo Kraemer,Bage,BR,POINT (-54.112838163262815 -31.390997249999998)
BGY,Orio al Serio International Airport,Orio al Serio,IT,POINT (9.69876347135455 45.670959249999996)
KVG,Kavieng Airport,,PG,POINT (150.8052784188705 -2.57738425)
NYO,Stockholm Skavsta Airport,Svalsta,SE,POINT (16.9104983 58.7871654)
NYR,Nyurba Airport,Nyurba,RU,POINT (118.352362862571 63.297716699999995)
BHD,George Best Belfast City Airport,Castlereagh,GB,POINT (-5.869819381345107 54.620329350000006)
NYT,Nay Pyi Taw Airport,Pyinmana,MM,POINT (96.19420457749541 19.62314215)
UET,Quetta Airport,Kot Malik,PK,POINT (66.93800061461184 30.2526982)
OBN,Oban Airport,Oban,GB,POINT (-5.400648379892633 56.46333455)
OBO,Tokachi-Obihiro Airport,Obihiro,JP,POINT (143.2127336925417 42.73232595)
UFA,Ufa International Airport,Avdon,RU,POINT (55.88220985059501 54.55435815)
OCS,Corisco International Airport,Cocobeach,GQ,POINT (9.329377888686222 0.9134412000000001)
UGC,Urgench Airport,Urganch,UZ,POINT (60.6451779891279 41.58095495)
UIB,El Carano Airport,Quibdo,CO,POINT (-76.63973768788003 5.69001785)
UKK,Ust-Kamenogorsk Airport,Belusovka,KZ,POINT (82.49913736104511 50.034302100000005)
OGG,Kahului Airport,Kahului,US,POINT (-156.43404764122727 20.89569785)
OGL,Ogle Airport,Georgetown,GY,POINT (-58.106424370229405 6.805131)
OGS,Ogdensburg Airport,Ogdensburg,US,POINT (-75.4768 44.681759)
OSL,Oslo Airport Gardermoen,Teigebyen,NO,POINT (11.09967535417638 60.19786535)
OSR,Mosnov Airport,Petrvald,CZ,POINT (18.116063013271024 49.6968749)
OSS,Osh Airport,Osh,KG,POINT (72.79365034036988 40.60815205)
OST,Ostend-Bruges International Airport,Middelkerke,BE,POINT (2.874165781169563 51.2003974)
ALG,Houari Boumediene Airport,Dar el Beida,DZ,POINT (3.21090318335027 36.7013497)
ANR,Antwerp International Airport,Mortsel,BE,POINT (4.463473861141249 51.1881429)
BIK,Mokmer Airport,Biak,ID,POINT (136.10667153231608 -1.1884679500000002)
BIL,Billings Logan International Airport,Billings,US,POINT (-108.54767517885944 45.809234849999996)
BIO,Bilbao Airport,Sondika,ES,POINT (-2.919129659398936 43.301720700000004)
BIS,Bismarck Airport,Bismarck,US,POINT (-100.74716366621541 46.7732585)
UKX,Ust-Kut Airport,Ust'-Kut,RU,POINT (105.72207485831456 56.858894750000005)
ULK,Lensk Airport,Lensk,RU,POINT (114.81694915335788 60.72074375)
BYO,Bonito Airport,Bonito,BR,POINT (-56.45190863172819 -21.24942965)
UME,Umea Airport,Umea,SE,POINT (20.288655093670805 63.7903095)
URJ,Uraj Airport,Uray,RU,POINT (64.82551743258367 60.107210949999995)
OUA,Ouagadougou International Airport,Ouagadougou,BF,POINT (-1.5124424971595523 12.350413150000001)
BZK,Bryansk International Airport,Bryansk,RU,POINT (34.333332 53.266666)
BZR,Beziers Vias Airport,Portiragnes,FR,POINT (3.354444 43.324165)
URT,Surat Thani Airport,Phunphin,TH,POINT (99.1434239166442 9.13585735)
OVD,Asturias Airport,Castrillon,ES,POINT (-6.030909804909283 43.56161899999999)
PAD,Paderborn Lippstadt Airport,Salzkotten,DE,POINT (8.619063961655392 51.614599299999995)
SQW,Skive Airport,,DK,POINT (9.033333 56.566666)
PAG,Pagadian Airport,Pagadian,PH,POINT (123.46005995201602 7.827059200000001)
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,POINT (102.33768944822845 -3.8623723)
PAP,Toussaint Louverture International Airport,Delmas 73,HT,POINT (-72.29606501465122 18.579012300000002)
PEI,Matecana International Airport,Pereira,CO,POINT (-75.7403839964314 4.8124677)
BKW,Beckley Airport,Daniels,US,POINT (-81.12226647165667 37.7945921)
NSI,Nsimalen Airport,,CM,POINT (11.552168664779966 3.7250788)
PNL,Pantelleria Airport,Pantelleria,IT,POINT (11.962350735013088 36.813767999999996)
PNQ,Pune Airport,Lohogaon,IN,POINT (73.91838555259571 18.58033)
PSE,Mercedita Airport,Aguilita,PR,POINT (-66.5633497464292 18.008885999999997)
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,VE,POINT (-64.68773382715652 10.107164950000001)
URY,Gurayat Airport,Al Qurayyat,SA,POINT (37.2752595 31.4110571)
PSP,Palm Springs International Airport,Palm Springs,US,POINT (-116.50964534531111 33.83033915)
PSR,Abruzzo Airport,Sambuceto,IT,POINT (14.186080677809038 42.4321436)
PSS,Posadas Airport,Posadas,AR,POINT (-55.966770332177454 -27.391727449999998)
PSU,Putussibau Airport,Kapit,ID,POINT (112.93713061532932 0.8355697)
BLI,Bellingham International Airport,Marietta-Alderwood,US,POINT (-122.53595690761102 48.79368955)
BLK,Blackpool Airport,Great Marton,GB,POINT (-3.0371900877377973 53.773228849999995)
BLR,Kempegowda International Airport,Devanhalli,IN,POINT (77.70758655918868 13.196697)
BMA,Bromma Airport,Bromma,SE,POINT (17.944740459281977 59.3546192)
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,POINT (76.48562187563991 60.949454349999996)
NJF,Al-Najaf International Airport,An Najaf,IQ,POINT (44.403904616449125 31.9890477)
NWI,Norwich International Airport,Spixworth,GB,POINT (1.2806942422978507 52.6683484)
OAX,Xoxocotlan Airport,Animas Trujano,MX,POINT (-96.72489779307939 16.9994612)
VAN,Van Ferit Melen Airport,Van,TR,POINT (43.3304160093347 38.46787005)
VAR,Varna Airport,Aksakovo,BG,POINT (27.823302249448076 43.23393595)
OMD,Oranjemund Airport,,,POINT (16.44502789914406 -28.584204550000003)
BNX,Banja Luka Airport,Laktasi,BA,POINT (17.296385987756054 44.94291375)
NGK,Nogliki Airport,Nogliki,RU,POINT (143.14055949747697 51.782723250000004)
BOG,El Dorado International Airport,Funza,CO,POINT (-74.1487499180044 4.7028947500000005)
BOM,Chhatrapati Shivaji International Airport,Mumbai,IN,POINT (72.86370318520977 19.0901312)
BOO,Bodo Airport,Bodo,NO,POINT (14.34774894210406 67.264386)
BOS,Logan International Airport,Chelsea,US,POINT (-71.01350667543224 42.3629737)
NIM,Niamey Airport,Niamey,NE,POINT (2.184618025448069 13.4901663)
BRQ,Turany Airport,Slapanice,CZ,POINT (16.690803591376284 49.1582606)
PPW,Papa Westray Airport,,GB,POINT (-2.8986988 59.3512139)
NJJ,Nenjian Melgen Airport,Changfu,CN,POINT (125.329733 49.238688)
VCE,Venice Marco Polo Airport,Tessera,IT,POINT (12.342579681064803 45.50353855)
NKG,Nanjing Lukou International Airport,Lukou,CN,POINT (118.8722909841032 31.7318395)
NKM,Nagoya Airport,Komaki,JP,POINT (136.92475081806316 35.24606875)
NKP,Nakhon Phanom Airport,Nakhon Phanom,TH,POINT (104.6446664 17.3886974)
NLD,Quetzalcoatl International Airport,Nuevo Laredo,MX,POINT (-99.56786380287167 27.443653849999997)
BRS,Bristol Airport,Butcombe,GB,POINT (-2.7186237715618864 51.38296995)
NLH,Ninglang Luguhu Airport,Daxing,CN,POINT (100.75959614928159 27.540641450000003)
AHU,Charif Al Idrissi Airport,Imzourene,MA,POINT (-3.836944 35.17972)
BRE,Bremen Airport,Bremen,DE,POINT (8.789641688895548 53.0453419)
BRM,Barquisimeto Airport,Barquisimeto,VE,POINT (-69.3561637968819 10.04359305)
NLK,Norfolk Island Airport,Kingston,NF,POINT (167.93946074308155 -29.04165755)
BRN,Bern Airport,Belp,CH,POINT (7.498597416883485 46.912213449999996)
BRU,Brussels Airport,Zaventem,BE,POINT (4.478626970832147 50.9010343)
BSD,Baoshan Airport,Dianyang,CN,POINT (99.16459538074838 25.05160185)
NLP,Nelspruit Airport,Nelspruit,ZA,POINT (30.914385011626656 -25.499757)
NLT,Nalati Airport,Tuergen,CN,POINT (83.3726690114942 43.42950715)
NNT,Nan Airport,Nan,TH,POINT (100.78451605399837 18.8077996)
NOC,Ireland West Airport Knock,Swinford,IE,POINT (-8.81313884580053 53.91159225)
NOS,Fascene Airport,Hell-Ville,MG,POINT (48.314330613712386 -13.3125742)
NOU,Tontouta Airport,Paita,NC,POINT (166.2140588220377 -22.014886150000002)
BLE,Dala Airport,Ornas,SE,POINT (15.51485581335173 60.421658550000004)
NPL,New Plymouth Airport,Waitara,NZ,POINT (174.1832892043154 -39.00578615)
NPY,Mpanda Airport,Mpanda,TZ,POINT (31.084082497937757 -6.35497145)
NQY,Newquay Cornwall Airport,Saint Columb Major,GB,POINT (-4.996334942901752 50.441430499999996)
NSH,Now Shahr Airport,Nowshahr,IR,POINT (51.5 36.666668)
NSN,Nelson Airport,Richmond,NZ,POINT (173.22498 -41.299976)
BUD,Budapest Ferenc Liszt International Airport,Vecses,HU,POINT (19.2535105675693 47.43527295)
BUF,Buffalo Niagara International Airport,Williamsville,US,POINT (-78.73075229745353 42.9402016)
NTB,Notodden Airport,Notodden,NO,POINT (9.283333 59.583332)
BUQ,Bulawayo Airport,Bulawayo,ZW,POINT (28.60861372510136 -20.0133425)
BUR,Bob Hope Airport,North Hollywood,US,POINT (-118.35917241746948 34.2031703)
BUS,Batumi Airport,Batumi,GE,POINT (41.6111627 41.6068476)
BUT,Bathpalathang Airport,Jakar,BT,POINT (90.74767721746005 27.562385)
BVG,Berlevag Airport,Berlevag,NO,POINT (29.032890009908627 70.871648)
NRK,Kungsangen Airport,Lindo,SE,POINT (16.2478449 58.5859848)
BZG,Bydgoszcz Airport,Bydgoszcz,PL,POINT (17.978783301007155 53.09767685)
NRN,Weeze Airport,Weeze,DE,POINT (6.1433899148466145 51.60310185)
NRT,Narita International Airport,Narita,JP,POINT (140.3933101399336 35.77587145)
NTR,Aeropuerto del Norte International Airport,Monterrey,MX,POINT (-100.316666 25.666668)
NTY,Pilanesberg International Airport,Muldersdriseloop,ZA,POINT (27.916668 -26.033333)
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,POINT (99.9566766 8.4701019)
NTE,Nantes Atlantique Airport,Bouguenais,FR,POINT (-1.6084620308979245 47.151840899999996)
NUS,Norsup Airport,Norsup,VU,POINT (167.4025558 -16.0805818)
NVT,Navegantes Airport,Navegantes,BR,POINT (-48.649354164934465 -26.87842885)
BZL,Barisal Airport,Barisal,BD,POINT (90.30062229063586 22.803941299999998)
BEM,Beni Mellal Airport,Beni Mellal,MA,POINT (-6.315766147359213 32.40255875)
BOH,Bournemouth Airport,St Leonards,GB,POINT (-1.8383330379835439 50.78234165)
BXU,Butuan Airport,Libertad,PH,POINT (125.47872696977916 8.95155605)
BZN,Bozeman Yellowstone International Airport,Belgrade,US,POINT (-111.15697962783483 45.78359005)
CBO,Awang Airport,Awang,PH,POINT (124.21221000578096 7.164494899999999)
VNO,Vilnius International Airport,Naujamiestis,LT,POINT (25.290314330439507 54.63483615)
CBQ,Calabar Airport,Calabar,NG,POINT (8.349199913234665 4.979604500000001)
VNS,Lal Bahadur Shastri International Airport,Baragaon,IN,POINT (82.86360523595738 25.4509975)
NYW,Monywar Airport,Monywa,MM,POINT (95.09345984658762 22.22417235)
CAK,Akron-Canton Airport,Greensburg,US,POINT (-81.43992419328089 40.9152061)
CAL,Machrihanish Airport,Campbeltown,GB,POINT (-5.698378212255562 55.4402788)
CAP,Cap Haitien Airport,Okap,HT,POINT (-72.20026715140995 19.7263503)
CAY,Felix Eboue Airport,Matoury,GF,POINT (-52.36305702364213 4.820737449999999)
CGN,Cologne Bonn Airport,Wahn-Heide,DE,POINT (7.138887378368084 50.86780115)
OGU,Ordu Giresun Airport,Gulyali,TR,POINT (38.08 40.966667)
VPS,Destin Fort Walton Beach Airport,Eglin Village,US,POINT (-86.549503 30.4954202)
CCP,Carriel Sur Airport,Concepcion,CL,POINT (-73.06006863839588 -36.77378175)
CDC,Cedar City Airport,Cedar City,US,POINT (-113.0986 37.7003)
OLF,Wolf Point International Airport,Wolf Point,US,POINT (-105.56639 48.094723)
OLG,Olare Airport,Bomet,KE,POINT (35.247367 -1.324397)
OHS,Sohar Airport,Al Sohar,OM,POINT (56.62139832848415 24.38766535)
OIT,Oita Airport,Kitsuki,JP,POINT (131.73595976930255 33.48025315)
CDR,Chadron Airport,Chadron,US,POINT (-103.09605978687767 42.83845375)
OKA,Naha Airport,Tomigusuku,JP,POINT (127.6489520891715 26.1966997)
CCS,Simon Bolivar International Airport,Catia La Mar,VE,POINT (-66.99667670060362 10.60316215)
OKD,Okadama Airport,Sapporo,JP,POINT (141.3810888666831 43.1168178)
OKJ,Okayama Airport,Okayama-shi,JP,POINT (133.8538693555767 34.75697285)
OLB,Olbia Costa Smeralda Airport,Olbia,IT,POINT (9.517745484294872 40.89937665)
OOM,Snowy Mountains Airport,Berridale,AU,POINT (148.97333 -36.308334)
CFB,Cabo Frio International Airport,Cabo Frio,BR,POINT (-42.076586063102596 -22.923360950000003)
OMH,Urmia Airport,Orumiyeh,IR,POINT (45.071195154914435 37.6716605)
OMO,Mostar Airport,Blagaj,BA,POINT (17.843882921236258 43.281888800000004)
OMR,Oradea Airport,Nojorid,RO,POINT (21.900625787636205 47.0273438)
OMS,Omsk Airport,Omsk,RU,POINT (73.31130158440487 54.96329255)
OND,Ondangwa Airport,Ondangwa,,POINT (15.950382197790034 -17.8779202)
ONJ,Odate Noshiro Airport,Takanosu,JP,POINT (140.36714159890715 40.19334325)
ONK,Olenyok Airport,Olenyok,RU,POINT (112.47915289262505 68.51536114999999)
CEK,Chelyabinsk International Airport,Potanino,RU,POINT (61.5128637881277 55.3015326)
CEN,Ciudad Obregon Airport,Antonio Rosales,MX,POINT (-109.83122548553126 27.39138415)
ONS,Onslow Airport,Dampier,AU,POINT (115.111236 -21.6672144)
OSF,Ostafyevo International Business Airport,Shcherbinka,RU,POINT (37.507222 55.511667)
OSI,Osijek Airport,Osijek,HR,POINT (18.683332 45.55)
OSJ,Ol Seki Airport,Narok,KE,POINT (35.377414 -1.378412)
VSA,Carlos Rovirosa Perez International Airport,El Bajio,MX,POINT (-92.81879817289919 17.9952401)
OUD,Les Angades Airport,Oujda,MA,POINT (-1.933333 34.783333)
OUL,Oulu Airport,Oulunsalo,FI,POINT (25.375425 64.93012)
CFN,Donegal Airport,Derrybeg,IE,POINT (-8.340897118482001 55.0445249)
OVB,Novosibirsk Tolmachevo Airport,Ob',RU,POINT (82.667 55.00901)
OVS,Sovetsky Airport,Sovetskiy,RU,POINT (63.601887 61.33209)
OZC,Labo Airport,Lapase,PH,POINT (123.84191227879472 8.17931945)
OZG,Zagora Airport,Zagora,MA,POINT (-5.859202534443837 30.266018850000002)
CFE,Clermont-Ferrand Auvergne Airport,Aulnat,FR,POINT (3.160475215249633 45.7850077)
PAC,Marcos A. Gelabert International Airport,Chepillo,PA,POINT (-79.21667 8.983333)
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,POINT (-80.41432509221373 22.14945185)
OZZ,Ouarzazate Airport,Ouarzazat,MA,POINT (-6.908943082878656 30.938211250000002)
PAV,Paulo Afonso Airport,Paulo Afonso,BR,POINT (-38.25002608988869 -9.4005831)
CFK,Chlef International Airport,Chlef,DZ,POINT (1.3306219157103958 36.21306805)
CFU,Ioannis Kapodistrias Airport,Kerkyra,GR,POINT (19.914036339149046 39.60190105)
CGD,Changde Airport,Doumuhu,CN,POINT (111.63797653753811 28.91920725)
NDB,Nouadhibou Airport,,MR,POINT (-17.029848793555274 20.92992565)
ORN,Es Senia Airport,,DZ,POINT (-0.6154202368508483 35.6206678)
PAS,Paros Airport,Antiparos,GR,POINT (25.1 37.066666)
PAT,Jay Prakash Narayan International Airport,Patna,IN,POINT (85.09067 25.59489)
ALJ,Alexander Bay Airport,,ZA,POINT (16.534444 -28.573333)
PCL,Capitan Rolden Airport,Puerto Callao,PE,POINT (-74.63333 -8.333333)
PBI,Palm Beach International Airport,Haverhill,US,POINT (-80.09248650717163 26.6859478)
PBM,Zanderij International Airport,Onverwacht,SR,POINT (-55.18802501876111 5.45209655)
PBZ,Plettenberg Bay Airport,Plettenberg Bay,ZA,POINT (23.326063451340605 -34.08766745)
CHO,Charlottesville Albemarle Airport,Hollymead,US,POINT (-78.45246606356999 38.1410056)
PER,Perth Airport,Redcliffe,AU,POINT (115.960236 -31.933603)
CHQ,Chania International Airport,Mouzouras,GR,POINT (24.148005725125465 35.529643300000004)
PES,Petrozavodsk Airport,Petrozavodsk,RU,POINT (34.333332 61.683334)
CIH,Changzhi Airport,Daxinzhuang,CN,POINT (113.1252850638113 36.24789875)
CIY,Comiso Airport,Comiso,IT,POINT (14.60748814771559 36.99482985)
PET,Federal Airport,Pelotas,BR,POINT (-52.324444 -31.718056)
WIC,Wick Airport,Wick,GB,POINT (-3.092600518453557 58.458685700000004)
PDG,Minangkabau International Airport,Lubukalung,ID,POINT (100.2830944686123 -0.7882247499999999)
PDL,Joao Paulo II Airport,Arrifes,PT,POINT (-25.701156342536887 37.74310625)
CJM,Chumphon Airport,Pathio,TH,POINT (99.3541087886431 10.7082453)
CJS,Abraham Gonzalez International Airport,Ciudad Juarez,MX,POINT (-106.42801011006628 31.638493750000002)
PDX,Portland International Airport,Walnut Grove,US,POINT (-122.593141 45.5875208)
PEX,Pechora Airport,Puteyets,RU,POINT (57.13726820860171 65.12160625)
PGU,Ala'Marvdasht Airport,Bandar-e `Asaluyeh,IR,POINT (52.735516 27.383959)
PGX,Perigueux Airport,Perigueux,FR,POINT (0.716667 45.183334)
PGZ,Comte Antonio Amilton Beraldo Airport,Ponta Grossa,BR,POINT (-50.15 -25.083332)
CLE,Cleveland Hopkins International Airport,Brook Park,US,POINT (-81.85120214358412 41.406618550000005)
PFB,Passo Fundo Airport,Passo Fundo,BR,POINT (-52.32669864043906 -28.2435244)
PFO,Paphos International Airport,Paphos,CY,POINT (32.489094835033505 34.71791325)
CLJ,Avram Iancu Cluj International Airport,Sannicoara,RO,POINT (23.68460819169495 46.78630484999999)
PGH,Pantnagar Airport,Kichha,IN,POINT (79.47558715752675 29.0324015)
PGK,Depati Amir Airport,Pangkalpinang,ID,POINT (106.1396720726779 -2.16040755)
PGQ,Buli Airport,Buli,ID,POINT (128.38098388661 0.9171716999999999)
CNF,Tancredo Neves International Airport,Lagoa Santa,BR,POINT (-43.96836942393943 -19.63339785)
PGV,Pitt-Greenville Airport,Greenville,US,POINT (-77.38001839674764 35.63797635)
PHC,Port Harcourt International Airport,Emuoha,NG,POINT (6.9519059120197095 5.01669605)
PHF,Newport News/Williamsburg International Airport,Yorktown,US,POINT (-76.49401292414504 37.132296499999995)
PHS,Phitsanulok Airport,Phitsanulok,TH,POINT (100.27469884541676 16.781625400000003)
PKC,Petropavlovsk-Kamchatsky Airport,Petropavlovsk-Kamchatsky,RU,POINT (158.65 53.016666)
CNN,Kannur International Airport,Mattanur,IN,POINT (75.54478488645225 11.9172722)
PHW,Phalaborwa Airport,Phalaborwa,ZA,POINT (31.15517526212288 -23.9364999)
PIA,Peoria International Airport,Bellevue,US,POINT (-89.6989893705192 40.677171349999995)
BZV,Maya Maya Airport,Brazzaville,CG,POINT (15.253938331362257 -4.2509559)
CMI,Willard University Airport,Savoy,US,POINT (-88.27156684832212 40.0383172)
CNS,Cairns Airport,Cairns,AU,POINT (145.75154952736838 -16.877789200000002)
CNX,Chiang Mai International Airport,Chiang Mai,TH,POINT (98.96487808920725 18.76684265)
EGM,Sege Airport,,SB,POINT (157.87506 -8.577956)
PIE,St. Petersburg-Clearwater International Airport,South Highpoint,US,POINT (-82.68769326031256 27.90994325)
PLU,Belo Horizonte Airport,Santa Luzia,BR,POINT (-43.75 -19.75)
CRL,Charleroi Brussels South Airport,Charleroi,BE,POINT (4.466173283859401 50.463637250000005)
BVC,Rabil Airport,Vila de Sal Rei,CV,POINT (-22.833332 16.083332)
CRA,Craiova Airport,Carcea,RO,POINT (23.889104852848654 44.318807050000004)
PMA,Wawi Airport,Chake Chake,TZ,POINT (39.801945 -5.242222)
CRE,Grand Strand Airport,North Myrtle Beach,US,POINT (-78.7233511 33.8112835)
YYF,Penticton Airport,Penticton,CA,POINT (-119.60252560709915 49.46486925000001)
YYG,Charlottetown Airport,Charlottetown,CA,POINT (-63.12947829366236 46.2906776)
YYJ,Victoria International Airport,North Saanich,CA,POINT (-123.4217089740095 48.6463019)
PNK,Supadio International Airport,Pontianak,ID,POINT (109.40533 -0.14735)
POM,Jacksons International Airport,,PG,POINT (147.21712862095984 -9.4402674)
AMH,Arba Mintch Airport,Arba Minch',ET,POINT (37.576942 6.036111)
DIW,Mawella Lagoon Airport,,LK,POINT (80.73323 5.990751)
PNZ,Petrolina International Airport,Petrolina,BR,POINT (-40.490555 -9.393333)
CTA,Catania-Fontanarossa Airport,Catania,IT,POINT (15.067568274467547 37.467242600000006)
YZY,Zhangye Ganzhou Airport,Dongle,CN,POINT (100.67144459719779 38.8038395)
ZAD,Zadar Airport,Galovac,HR,POINT (15.357488127906656 44.100174949999996)
ZAG,Zagreb International Airport,Micevec,HR,POINT (16.07231616098094 45.74027185)
ZAM,Zamboanga International Airport,Zamboanga,PH,POINT (122.05983240893659 6.92226375)
ZIS,Alzintan Airport,Az Zintan,LY,POINT (12.247363631615961 31.76947005)
CTG,Rafael Nunez International Airport,Cartagena,CO,POINT (-75.51305749492116 10.441642850000001)
XGR,Kangiqsualujjuaq Airport,,CA,POINT (-65.98333 58.5)
CUL,Culiacan International Airport,El Diez,MX,POINT (-107.47833897947221 24.76450365)
CUN,Cancun International Airport,Alfredo V. Bonfil,MX,POINT (-86.8818149087711 21.0407394)
POR,Pori Airport,Pori,FI,POINT (21.7909161 61.469192)
PQC,Phu Quoc Airport,Duong GJong,VN,POINT (103.96324 10.223722)
CUR,Curacao International Airport,Sint Michiel Liber,CW,POINT (-68.96216089958281 12.1890286)
CUU,Gen Fierro Villalobos Airport,Ninguno [CERESO],MX,POINT (-105.96952 28.704048)
POS,Piarco International Airport,Arouca,TT,POINT (-61.339509684592386 10.59734525)
POZ,Poznan Airport,Baranowo,PL,POINT (16.8317916444456 52.42056395)
CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,POINT (-71.93777215348605 -13.5362553)
CVG,Cincinnati/Northern Kentucky Airport,Hebron,US,POINT (-84.66145 39.0555)
PPK,Petropavlovsk Airport,Bishkul,KZ,POINT (69.18321518318967 54.774539950000005)
PPN,Guillermo Leon Valencia Airport,Popayan,CO,POINT (-76.60875093700525 2.4547051)
PPQ,Paraparaumu Airport,Paraparaumu,NZ,POINT (174.9862494817145 -40.904610000000005)
PPS,Puerto Princesa International Airport,Puerto Princesa,PH,POINT (118.75835135731876 9.74238505)
CVJ,General Mariano Matamoros Airport,Cuernavaca,MX,POINT (-99.25 18.916668)
CVM,Ciudad Victoria Airport,Ciudad Victoria,MX,POINT (-98.96528 23.713888)
PSO,Cano Airport,San Lorenzo,CO,POINT (-77.25 1.466667)
